serial,species,size,agg_wt_final,count_final,year,season
127,Freshwater Drum,M,17320,21.39856684,2014,Spring
127,Round Goby,ALL,5,2,2014,Spring
127,Walleye,ALL,3011,2,2014,Spring
127,Yellow Perch,O/D,274,1,2014,Spring
127,Yellow Perch,S,12,1,2014,Spring
128,Emerald Shiner,ALL,3.5,1,2014,Spring
128,Freshwater Drum,L,33300,17.55958659,2014,Spring
128,Freshwater Drum,M,8700,10.72749692,2014,Spring
128,Rainbow Smelt,ALL,17,4,2014,Spring
128,Trout Perch,ALL,22.5,4,2014,Spring
128,Walleye,ALL,927,3,2014,Spring
128,White Bass,ALL,1742,9.519125683,2014,Spring
128,White Perch,L,4230,48.73271889,2014,Spring
128,White Perch,O/D,994,5,2014,Spring
128,White Sucker,ALL,8375,11,2014,Spring
128,Yellow Perch,L,5080,61,2014,Spring
128,Yellow Perch,M,3854,81,2014,Spring
128,Yellow Perch,O/D,686,5,2014,Spring
128,Yellow Perch,S,770,52,2014,Spring
129,Channel Catfish,ALL,1328,6,2014,Spring
129,Common Carp,ALL,3742,1,2014,Spring
129,Emerald Shiner,ALL,2128,312.9411765,2014,Spring
129,Freshwater Drum,M,23900,46.40776699,2014,Spring
129,Freshwater Drum,S,16700,61.48748159,2014,Spring
129,Trout Perch,ALL,18,2,2014,Spring
129,Walleye,ALL,1860,1,2014,Spring
129,White Bass,ALL,7185,33.14114391,2014,Spring
129,White Perch,L,2082,18.92727273,2014,Spring
129,White Perch,O/D,1087,5,2014,Spring
129,White Perch,S,1142,20.1056338,2014,Spring
129,White Sucker,L,5667,6,2014,Spring
129,White Sucker,M,1919,5,2014,Spring
129,White Sucker,S,198,2,2014,Spring
129,Yellow Perch,L,517,6,2014,Spring
129,Yellow Perch,M,784,17,2014,Spring
129,Yellow Perch,O/D,857,5,2014,Spring
129,Yellow Perch,XS,163,12,2014,Spring
130,Emerald Shiner,ALL,184,32.85714286,2014,Spring
130,Freshwater Drum,L,4560,2,2014,Spring
130,Freshwater Drum,M,13665,21.65610143,2014,Spring
130,White Bass,ALL,517,3,2014,Spring
130,White Sucker,ALL,6335,7.342373667,2014,Spring
130,Yellow Perch,L,790,7,2014,Spring
130,Yellow Perch,M,1640,27,2014,Spring
130,Yellow Perch,O/D,859,5,2014,Spring
130,Yellow Perch,S,272,9,2014,Spring
131,Channel Catfish,ALL,480,1,2014,Spring
131,Emerald Shiner,ALL,292,74.55319149,2014,Spring
131,Freshwater Drum,M,3669,6,2014,Spring
131,Rainbow Smelt,ALL,222,54.14634146,2014,Spring
131,White Sucker,ALL,1446,2,2014,Spring
131,Yellow Perch,L,1042,9,2014,Spring
131,Yellow Perch,M,103,2,2014,Spring
131,Yellow Perch,O/D,422,5,2014,Spring
131,Yellow Perch,S,117,4,2014,Spring
132,Emerald Shiner,ALL,1,1,2014,Spring
132,Freshwater Drum,L,44680,36.17227979,2014,Spring
132,Freshwater Drum,M,11340,14.69673406,2014,Spring
132,Round Goby,ALL,64,15,2014,Spring
132,Walleye,ALL,698,1,2014,Spring
132,White Bass,ALL,1676,6,2014,Spring
132,White Sucker,ALL,5619,6,2014,Spring
132,Yellow Perch,L,122,1,2014,Spring
132,Yellow Perch,M,46,1,2014,Spring
132,Yellow Perch,O/D,490,4,2014,Spring
133,Freshwater Drum,L,5242,3,2014,Spring
133,Freshwater Drum,M,2167,4,2014,Spring
133,Rainbow Smelt,ALL,26.5,4,2014,Spring
133,Walleye,ALL,1578,1,2014,Spring
133,White Perch,O/D,876,5,2014,Spring
133,White Perch,All,790,4.50913242,2014,Spring
133,White Perch,XL,384,1,2014,Spring
133,White Sucker,ALL,2155,2,2014,Spring
133,Yellow Perch,L,7015,63,2014,Spring
133,Yellow Perch,M,5066,87,2014,Spring
133,Yellow Perch,O/D,922,5,2014,Spring
134,Freshwater Drum,ALL,8817,23.80399568,2014,Spring
134,White Perch,M,93,1,2014,Spring
134,White Perch,O/D,318,2,2014,Spring
134,White Sucker,ALL,3107,4,2014,Spring
134,Yellow Perch,L,871,8,2014,Spring
134,Yellow Perch,M,1644,31,2014,Spring
134,Yellow Perch,O/D,476,5,2014,Spring
134,Yellow Perch,S,330,12,2014,Spring
135,Channel Catfish,ALL,29,1,2014,Spring
135,Emerald Shiner,ALL,17.5,4,2014,Spring
135,Freshwater Drum,ALL,3307,3,2014,Spring
135,Rainbow Smelt,L,24,4,2014,Spring
135,Rainbow Smelt,M,29,13.80952381,2014,Spring
135,White Perch,ALL,74,2,2014,Spring
135,White Perch,O/D,130,1,2014,Spring
135,White Sucker,ALL,700,1,2014,Spring
135,Yellow Perch,M,44,1,2014,Spring
135,Yellow Perch,O/D,459,3,2014,Spring
135,Yellow Perch,XS,5,1,2014,Spring
136,Emerald Shiner,ALL,123,21.20689655,2014,Spring
136,Rainbow Smelt,L,3920,203.1088083,2014,Spring
136,Rainbow Smelt,S,26235,5703.26087,2014,Spring
136,White Perch,O/D,92,1,2014,Spring
136,White Sucker,ALL,1960,2,2014,Spring
136,Yellow Perch,L,3980,34,2014,Spring
136,Yellow Perch,M,682,13,2014,Spring
136,Yellow Perch,O/D,852,5,2014,Spring
136,Lake Trout,ALL,28,1,2014,Spring
137,Emerald Shiner,ALL,6.5,2,2014,Spring
137,Rainbow Smelt,ALL,8,2,2014,Spring
137,Trout Perch,ALL,4.5,1,2014,Spring
137,White Perch,L,113,1,2014,Spring
137,White Perch,O/D,860,5,2014,Spring
137,White Perch,S,27,1,2014,Spring
137,White Sucker,ALL,2141,2,2014,Spring
137,Yellow Perch,L,61,1,2014,Spring
137,Yellow Perch,M,72,2,2014,Spring
137,Yellow Perch,O/D,482,5,2014,Spring
138,Channel Catfish,ALL,8280,3,2014,Spring
138,Emerald Shiner,ALL,396,84.25531915,2014,Spring
138,Freshwater Drum,ALL,5795,15.3388036,2014,Spring
138,Rainbow Smelt,ALL,4.5,1,2014,Spring
138,Trout Perch,ALL,19.5,4,2014,Spring
138,Walleye,ALL,5288,2,2014,Spring
138,White Bass,ALL,2760,14.25619835,2014,Spring
138,White Perch,L,11140,60.67538126,2014,Spring
138,White Perch,M,3424,33.11411992,2014,Spring
138,White Perch,O/D,1270,5,2014,Spring
138,White Perch,S,41.5,3,2014,Spring
138,White Sucker,ALL,3048,6,2014,Spring
138,Yellow Perch,L,183,2,2014,Spring
138,Yellow Perch,M,2286,55,2014,Spring
138,Yellow Perch,O/D,452,5,2014,Spring
138,Yellow Perch,S,111,9,2014,Spring
139,Freshwater Drum,ALL,377,1,2014,Spring
139,Rainbow Smelt,ALL,2,1,2014,Spring
139,Walleye,ALL,2869,2,2014,Spring
139,Yellow Perch,O/D,174,1,2014,Spring
140,Emerald Shiner,ALL,48,10.43478261,2014,Spring
140,Freshwater Drum,ALL,703,1,2014,Spring
140,Rainbow Smelt,ALL,1270,249.0196078,2014,Spring
140,Trout Perch,ALL,16,1,2014,Spring
140,White Perch,ALL,37,1,2014,Spring
140,White Perch,O/D,71,1,2014,Spring
140,Yellow Perch,M,191,6,2014,Spring
140,Yellow Perch,O/D,222,1,2014,Spring
140,Yellow Perch,S,39,4,2014,Spring
141,Emerald Shiner,ALL,33625,4944.852941,2014,Spring
141,Freshwater Drum,L,2668,2,2014,Spring
141,Freshwater Drum,S,3144,9,2014,Spring
141,Walleye,L,3598,3,2014,Spring
141,Walleye,S,1406,11,2014,Spring
141,White Bass,ALL,4862,23.44262295,2014,Spring
141,White Perch,L,2860,22.84345048,2014,Spring
141,White Perch,M,9510,229.7101449,2014,Spring
141,White Perch,O/D,772,5,2014,Spring
141,White Perch,S,113,7,2014,Spring
141,Yellow Perch,M,735,19,2014,Spring
141,Yellow Perch,O/D,213.5,4,2014,Spring
129,Yellow Perch,O/D,719,5,2013,Spring
129,Yellow Perch,M,2076,24,2013,Spring
129,Yellow Perch,S,145,5,2013,Spring
129,Yellow Perch,XS,130,10,2013,Spring
129,White Bass,L,3347,8,2013,Spring
129,White Bass,M,4156,64,2013,Spring
129,Channel Catfish,ALL,540,2,2013,Spring
129,White Sucker,ALL,596,1,2013,Spring
129,Freshwater Drum,S,1600,9,2013,Spring
129,Freshwater Drum,M,21028,43,2013,Spring
129,Freshwater Drum,L,1790,2,2013,Spring
129,Freshwater Drum,XS,106,4,2013,Spring
129,Trout Perch,ALL,44,7,2013,Spring
129,White Perch,M,404,8,2013,Spring
129,White Perch,S,299,16,2013,Spring
129,White Perch,O/D,719,5,2013,Spring
129,Round Goby,ALL,7,1,2013,Spring
129,Walleye,L,5286,2,2013,Spring
129,Walleye,M,2071,3,2013,Spring
129,Quillback,ALL,3690,2,2013,Spring
129,Emerald Shiner,ALL,95233,24488,2013,Spring
130,Freshwater Drum,L,14407,7,2013,Spring
130,Freshwater Drum,S,2542,16,2013,Spring
130,Freshwater Drum,M,27027,42,2013,Spring
130,Walleye,ALL,4620,3,2013,Spring
130,White Bass,M,5299,103,2013,Spring
130,White Bass,L,845,2,2013,Spring
130,White Sucker,L,3849,5,2013,Spring
130,White Sucker,M,298,1,2013,Spring
130,White Sucker,S,50,1,2013,Spring
130,Channel Catfish,ALL,951,4,2013,Spring
130,White Perch,L,1464,16,2013,Spring
130,White Perch,M,3016,60,2013,Spring
130,White Perch,O/D,662,5,2013,Spring
130,White Bass,L,7780,20,2013,Spring
130,White Bass,M,514,10,2013,Spring
130,Yellow Perch,XS,48,4,2013,Spring
130,Yellow Perch,M,2716,35,2013,Spring
130,Yellow Perch,L,2872,20,2013,Spring
130,Yellow Perch,O/D,802,5,2013,Spring
130,Round Goby,ALL,9,1,2013,Spring
125,Freshwater Drum,M,19062,75,2013,Spring
125,White Bass,L,1851,4,2013,Spring
125,White Sucker,ALL,1095,2,2013,Spring
125,Quillback,ALL,2094,2,2013,Spring
125,Walleye,S,339,2,2013,Spring
125,Walleye,M,634,2,2013,Spring
125,Freshwater Drum,S,482,6,2013,Spring
125,Alewife,ALL,346.56,16,2013,Spring
125,Channel Catfish,ALL,435.48,2,2013,Spring
125,White Bass,S,3456.48,131,2013,Spring
125,White Bass,M,8919.36,143,2013,Spring
125,White Perch,M,5100.36,69,2013,Spring
125,White Perch,L,7660.8,43,2013,Spring
125,White Perch,S,741,48,2013,Spring
125,Freshwater Drum,S,572.28,9,2013,Spring
125,Freshwater Drum,M,478.8,2,2013,Spring
125,Yellow Perch,ALL,307.8,7,2013,Spring
125,Yellow Perch,S,15.96,2,2013,Spring
125,Trout Perch,ALL,312.36,41,2013,Spring
125,Rainbow Smelt,ALL,321.48,44,2013,Spring
125,Emerald Shiner,ALL,107675.28,23928,2013,Spring
125,Yellow Perch,O/D,438,5,2013,Spring
125,White Perch,O/D,675,5,2013,Spring
120,Freshwater Drum,S,833,5,2013,Spring
120,Freshwater Drum,M,90729,152,2013,Spring
120,Freshwater Drum,L,53127,31,2013,Spring
120,White Perch,M,2786,48,2013,Spring
120,White Perch,L,4460,36,2013,Spring
120,White Bass,S,7286,215,2013,Spring
120,White Bass,L,5332,17,2013,Spring
120,Walleye,ALL,3468,8,2013,Spring
120,Yellow Perch,ALL,147,2,2013,Spring
120,Gizzard Shad,ALL,667,5,2013,Spring
120,Quillback,L,10590,7,2013,Spring
120,Quillback,ALL,241,2,2013,Spring
120,Trout Perch,ALL,12,2,2013,Spring
120,Round Goby,ALL,5,1,2013,Spring
120,Common Carp,ALL,16500,3,2013,Spring
120,White Sucker,ALL,5056,6,2013,Spring
120,Channel Catfish,ALL,620,1,2013,Spring
120,Yellow Perch,O/D,598,5,2013,Spring
120,White Perch,O/D,921,5,2013,Spring
112,Walleye,ALL,6598,10,2013,Spring
112,White Sucker,ALL,664,1,2013,Spring
112,Quillback,ALL,3492,2,2013,Spring
112,Freshwater Drum,S,6548,29,2013,Spring
112,White Bass,S,591,10,2013,Spring
112,White Bass,L,15601,45,2013,Spring
112,Yellow Perch,ALL,1273,20,2013,Spring
112,Yellow Perch,O/D,621,5,2013,Spring
112,Channel Catfish,ALL,8782,15,2013,Spring
112,Freshwater Drum,M,28432,38,2013,Spring
112,Freshwater Drum,L,61006,30,2013,Spring
112,White Perch,O/D,970,5,2013,Spring
112,White Perch,S,669,10,2013,Spring
112,White Perch,L,1526,8,2013,Spring
112,Emerald Shiner,ALL,337,74,2013,Spring
112,Trout Perch,ALL,5,1,2013,Spring
116,Freshwater Drum,ALL,4493,6,2013,Spring
116,Freshwater Drum,M,24233,47,2013,Spring
116,Walleye,ALL,3328,10,2013,Spring
116,White Sucker,ALL,98,1,2013,Spring
116,White Bass,ALL,1237,14,2013,Spring
116,Yellow Perch,ALL,1025,11,2013,Spring
116,Yellow Perch,O/D,545,5,2013,Spring
116,White Perch,O/D,1114,5,2013,Spring
116,White Perch,ALL,511,4,2013,Spring
116,Trout Perch,ALL,22,3,2013,Spring
116,Emerald Shiner,ALL,190,40,2013,Spring
113,Walleye,M,9880,18,2013,Spring
113,Walleye,S,1967,13,2013,Spring
113,Yellow Perch,S,69,4,2013,Spring
113,Yellow Perch,M,1178,20,2013,Spring
113,Yellow Perch,L,433,4,2013,Spring
113,Yellow Perch,O/D,608,5,2013,Spring
113,White Sucker,ALL,522,1,2013,Spring
113,Channel Catfish,ALL,1382,2,2013,Spring
113,White Bass,S,2522,42,2013,Spring
113,White Bass,L,3016,9,2013,Spring
113,White Perch,L,7898,46,2013,Spring
113,White Perch,M,4608,74,2013,Spring
113,White Perch,O/D,643,5,2013,Spring
113,Freshwater Drum,M,21732,45,2013,Spring
113,Freshwater Drum,S,1494,11,2013,Spring
113,Freshwater Drum,L,30336,16,2013,Spring
113,Emerald Shiner,ALL,51,10,2013,Spring
113,Trout Perch,ALL,52,6,2013,Spring
108,White Bass,M,4682,76,2013,Spring
108,White Bass,L,2781,10,2013,Spring
108,Walleye,L,3558,6,2013,Spring
108,Walleye,S,1971,15,2013,Spring
108,White Sucker,ALL,749,1,2013,Spring
108,Freshwater Drum,L,9823,4,2013,Spring
108,Freshwater Drum,M,50625,94,2013,Spring
108,Freshwater Drum,S,65,1,2013,Spring
108,White Perch,M,8524,146,2013,Spring
108,White Perch,O/D,711,5,2013,Spring
108,White Perch,L,64680,366,2013,Spring
108,Yellow Perch,ALL,489,8,2013,Spring
108,Yellow Perch,O/D,490,5,2013,Spring
108,Trout Perch,ALL,166,26,2013,Spring
108,Emerald Shiner,ALL,8542,2669,2013,Spring
108,Channel Catfish,ALL,241,1,2013,Spring
108,Silver Chub,ALL,28,1,2013,Spring
104,White Bass,L,1402,5,2013,Spring
104,White Bass,M,1137,21,2013,Spring
104,White Bass,S,60,2,2013,Spring
104,Gizzard Shad,ALL,1121,5,2013,Spring
104,Freshwater Drum,M,13191,63,2013,Spring
104,Freshwater Drum,L,24504,43,2013,Spring
104,Freshwater Drum,XL,1103,1,2013,Spring
104,Walleye,L,3640,7,2013,Spring
104,Walleye,S,3298,23,2013,Spring
104,White Sucker,ALL,546,1,2013,Spring
104,Channel Catfish,ALL,4111,15,2013,Spring
104,Trout Perch,ALL,140,25,2013,Spring
104,White Perch,S,107,8,2013,Spring
104,White Perch,M,419,10,2013,Spring
104,White Perch,O/D,590,5,2013,Spring
104,Emerald Shiner,ALL,1339,570,2013,Spring
104,Yellow Perch,O/D,437,5,2013,Spring
104,White Perch,L,15015,98,2013,Spring
109,Emerald Shiner,ALL,80576,29843,2013,Spring
109,White Bass,M,1595,22,2013,Spring
109,White Bass,L,2045,7,2013,Spring
109,White Perch,L,671,4,2013,Spring
109,White Perch,M,762,13,2013,Spring
109,White Perch,O/D,771,5,2013,Spring
109,Yellow Perch,S,226,20,2013,Spring
109,Yellow Perch,M,1325,22,2013,Spring
109,Yellow Perch,O/D,424,5,2013,Spring
109,White Sucker,ALL,410,2,2013,Spring
109,Walleye,ALL,5580,14,2013,Spring
109,Freshwater Drum,S,392,3,2013,Spring
109,Freshwater Drum,M,9736,16,2013,Spring
109,Freshwater Drum,L,11599,8,2013,Spring
109,Channel Catfish,ALL,507,3,2013,Spring
109,Trout Perch,ALL,57,7,2013,Spring
114,White Perch,ALL,564,5,2013,Spring
114,White Bass,L,5872,14,2013,Spring
114,White Bass,S,345,5,2013,Spring
114,Emerald Shiner,ALL,731,282,2013,Spring
114,White Sucker,ALL,3722,7,2013,Spring
114,Golden Redhorse,ALL,114,1,2013,Spring
114,Walleye,ALL,7812,15,2013,Spring
114,Freshwater Drum,L,10398,6,2013,Spring
114,Freshwater Drum,M,9768,19,2013,Spring
114,Yellow Perch,M,417,8,2013,Spring
114,Yellow Perch,S,136,12,2013,Spring
114,Yellow Perch,O/D,411,5,2013,Spring
114,Trout Perch,ALL,36,8,2013,Spring
114,White Perch,O/D,976,5,2013,Spring
117,White Bass,L,608,2,2013,Spring
117,White Bass,M,593,11,2013,Spring
117,White Perch,S,312,8,2013,Spring
117,White Perch,L,3272,16,2013,Spring
117,White Perch,O/D,718,5,2013,Spring
117,Trout Perch,ALL,183,19,2013,Spring
117,Yellow Perch,O/D,558,5,2013,Spring
117,Yellow Perch,S,142,11,2013,Spring
117,Yellow Perch,M,1386,20,2013,Spring
117,Yellow Perch,L,858,5,2013,Spring
117,Channel Catfish,ALL,1629,3,2013,Spring
117,White Sucker,ALL,2204,2,2013,Spring
117,Freshwater Drum,L,4272,2,2013,Spring
117,Freshwater Drum,M,12692,21,2013,Spring
117,Walleye,ALL,1360,10,2013,Spring
117,Quillback,ALL,2191,1,2013,Spring
117,Emerald Shiner,ALL,13910,3161,2013,Spring
117,Freshwater Drum,S,70,1,2013,Spring
118,White Bass,S,2514,38,2013,Spring
118,White Bass,M,214,1,2013,Spring
118,White Bass,L,2448,7,2013,Spring
118,White Perch,M,1141,17,2013,Spring
118,White Perch,L,2227,13,2013,Spring
118,White Perch,O/D,621,5,2013,Spring
118,White Sucker,ALL,3403,4,2013,Spring
118,Quillback,ALL,1559,1,2013,Spring
118,Walleye,ALL,3247,6,2013,Spring
118,Freshwater Drum,S,248,1,2013,Spring
118,Freshwater Drum,L,16165,8,2013,Spring
118,Freshwater Drum,M,16592,19,2013,Spring
118,Yellow Perch,O/D,803,5,2013,Spring
118,Yellow Perch,S,18,2,2013,Spring
118,Yellow Perch,M,993,15,2013,Spring
118,Yellow Perch,L,461,3,2013,Spring
118,Emerald Shiner,S,225,60,2013,Spring
118,Emerald Shiner,L,40,5,2013,Spring
115,Freshwater Drum,ALL,5170,3,2013,Spring
115,Walleye,ALL,3190,1,2013,Spring
115,Trout Perch,ALL,18.5,2,2013,Spring
115,Silver Chub,ALL,4.5,1,2013,Spring
115,Yellow Perch,O/D,446,5,2013,Spring
115,Yellow Perch,ALL,144,2,2013,Spring
115,Round Goby,ALL,14.5,2,2013,Spring
110,Yellow Perch,S,257,7,2013,Spring
110,Yellow Perch,M,2421,30,2013,Spring
110,Yellow Perch,L,1190,8,2013,Spring
110,Yellow Perch,O/D,934,5,2013,Spring
110,Walleye,ALL,3632,6,2013,Spring
110,Quillback,ALL,6706,3,2013,Spring
110,White Sucker,ALL,1653,6,2013,Spring
110,Freshwater Drum,ALL,4607,6,2013,Spring
110,White Bass,M,2418,38,2013,Spring
110,White Bass,L,2598,8,2013,Spring
110,White Perch,S,1362,24,2013,Spring
110,White Perch,M,1643,12,2013,Spring
110,White Perch,L,1637,6,2013,Spring
110,Emerald Shiner,ALL,3832,1078,2013,Spring
110,White Perch,O/D,787,5,2013,Spring
111,Freshwater Drum,L,2190,1,2013,Spring
111,Freshwater Drum,S,1765,10,2013,Spring
111,Freshwater Drum,M,5535,11,2013,Spring
111,Rock Bass,ALL,28,1,2013,Spring
111,Gizzard Shad,ALL,338,1,2013,Spring
111,Alewife,ALL,72,2,2013,Spring
111,Spottail Shiner,ALL,49,3,2013,Spring
111,Walleye,L,4607,8,2013,Spring
111,Walleye,S,2942,22,2013,Spring
111,Channel Catfish,ALL,1743,2,2013,Spring
111,Trout Perch,ALL,736,72,2013,Spring
111,Yellow Perch,ALL,169,5,2013,Spring
111,Yellow Perch,O/D,134,2,2013,Spring
111,White Bass,L,14022,35,2013,Spring
111,White Bass,M,282,2,2013,Spring
111,White Bass,S,1550,29,2013,Spring
111,Emerald Shiner,ALL,1720,459,2013,Spring
111,White Perch,O/D,710,5,2013,Spring
111,White Perch,S,1255,44,2013,Spring
111,White Perch,L,9434,35,2013,Spring
111,White Perch,M,21131,183,2013,Spring
111,Silver Chub,ALL,1112,19,2013,Spring
107,White Perch,M,5715,63,2013,Spring
107,White Perch,S,328,12,2013,Spring
107,White Perch,L,4880,19,2013,Spring
107,White Perch,O/D,518,5,2013,Spring
107,Walleye,ALL,5145,5,2013,Spring
107,Channel Catfish,ALL,701,1,2013,Spring
107,Gizzard Shad,ALL,155,1,2013,Spring
107,Smallmouth Bass,ALL,221,1,2013,Spring
107,Rock Bass,ALL,171,1,2013,Spring
107,Freshwater Drum,M,8848,19,2013,Spring
107,Freshwater Drum,L,1400,1,2013,Spring
107,Emerald Shiner,ALL,249,79,2013,Spring
107,Round Goby,ALL,9.5,2,2013,Spring
107,Trout Perch,ALL,7,1,2013,Spring
107,Yellow Perch,ALL,566,14,2013,Spring
107,Yellow Perch,O/D,532,5,2013,Spring
107,White Bass,M,75,1,2013,Spring
107,White Bass,L,4315,13,2013,Spring
106,Walleye,ALL,4623,12,2013,Spring
106,White Sucker,ALL,2546,8,2013,Spring
106,White Bass,ALL,2404,7,2013,Spring
106,Yellow Perch,S,54,6,2013,Spring
106,Yellow Perch,M,1082,14,2013,Spring
106,Yellow Perch,L,438,2,2013,Spring
106,Yellow Perch,O/D,537,5,2013,Spring
106,White Perch,ALL,1091,13,2013,Spring
106,White Perch,O/D,847,5,2013,Spring
106,Freshwater Drum,M,13472,20,2013,Spring
106,Alewife,ALL,23,1,2013,Spring
106,Rainbow Smelt,ALL,2,1,2013,Spring
106,Round Goby,ALL,12,2,2013,Spring
106,Trout Perch,ALL,168,25,2013,Spring
106,Emerald Shiner,ALL,91,26,2013,Spring
106,Freshwater Drum,L,7182,5,2013,Spring
103,White Bass,ALL,557,6,2013,Spring
103,Yellow Perch,M,1106,15,2013,Spring
103,Yellow Perch,L,497,4,2013,Spring
103,Yellow Perch,O/D,807,5,2013,Spring
103,White Perch,L,1658,6,2013,Spring
103,White Perch,M,1011,16,2013,Spring
103,Trout Perch,ALL,14,1,2013,Spring
103,Round Goby,ALL,4,1,2013,Spring
103,Walleye,ALL,911,2,2013,Spring
103,White Sucker,ALL,2830,3,2013,Spring
103,Freshwater Drum,M,31214,60,2013,Spring
103,Freshwater Drum,L,9385,5,2013,Spring
103,Freshwater Drum,S,1829,10,2013,Spring
103,White Perch,O/D,748,5,2013,Spring
101,White Bass,L,376,1,2013,Spring
101,White Bass,S,1410,33,2013,Spring
101,Walleye,ALL,122,1,2013,Spring
101,Yellow Perch,ALL,14,1,2013,Spring
101,Yellow Perch,O/D,212,2,2013,Spring
101,Round Goby,ALL,19,2,2013,Spring
101,Brown Bullhead,ALL,2787,3,2013,Spring
101,Quillback,ALL,1862,1,2013,Spring
101,Freshwater Drum,L,9522,5,2013,Spring
101,Freshwater Drum,S,567,5,2013,Spring
101,Freshwater Drum,M,8126,15,2013,Spring
101,Emerald Shiner,ALL,66,22,2013,Spring
101,White Perch,O/D,520,5,2013,Spring
101,White Perch,L,8496,34,2013,Spring
101,White Perch,M,38594,345,2013,Spring
102,Channel Catfish,ALL,936,1,2013,Spring
102,White Bass,ALL,821,4,2013,Spring
102,White Perch,ALL,139,3,2013,Spring
102,White Perch,O/D,296,3,2013,Spring
102,White Sucker,ALL,3328,4,2013,Spring
102,Walleye,ALL,1557,2,2013,Spring
102,Quillback,ALL,3762,2,2013,Spring
102,Yellow Perch,ALL,508,9,2013,Spring
102,Yellow Perch,O/D,498,5,2013,Spring
102,Trout Perch,ALL,31,5,2013,Spring
102,Emerald Shiner,ALL,27,7,2013,Spring
102,Freshwater Drum,M,6460,18,2013,Spring
102,Freshwater Drum,L,16794,11,2013,Spring
102,Freshwater Drum,S,981,6,2013,Spring
105,Freshwater Drum,M,7490,10,2013,Spring
105,Freshwater Drum,L,9370,5,2013,Spring
105,Yellow Perch,ALL,45,1,2013,Spring
105,Emerald Shiner,ALL,123,40,2013,Spring
128,Walleye,ALL,2874,1,2013,Spring
128,Freshwater Drum,L,16657,11,2013,Spring
128,Freshwater Drum,M,5945,12,2013,Spring
128,Freshwater Drum,S,4014,24,2013,Spring
128,Gizzard Shad,ALL,459,2,2013,Spring
128,White Sucker,ALL,894,2,2013,Spring
128,White Perch,M,803,11,2013,Spring
128,White Perch,O/D,387,5,2013,Spring
128,White Perch,S,69,9,2013,Spring
128,Emerald Shiner,ALL,23455,8088,2013,Spring
128,Trout Perch,ALL,845,113,2013,Spring
128,Rainbow Smelt,ALL,360,62,2013,Spring
128,Yellow Perch,S,62,6,2013,Spring
128,Yellow Perch,M,561,9,2013,Spring
128,Yellow Perch,L,406,4,2013,Spring
128,Yellow Perch,O/D,387,5,2013,Spring
128,Round Goby,ALL,3.5,1,2013,Spring
128,White Bass,ALL,1263,11,2013,Spring
127,Walleye,ALL,3686,3,2013,Spring
127,White Sucker,ALL,1135,1,2013,Spring
127,Golden Redhorse,ALL,751,1,2013,Spring
127,Channel Catfish,ALL,838,1,2013,Spring
127,Freshwater Drum,S,1311,5,2013,Spring
127,Freshwater Drum,L,13305,8,2013,Spring
127,Freshwater Drum,M,24402,38,2013,Spring
127,White Bass,ALL,2960,8,2013,Spring
127,Yellow Perch,M,2242,28,2013,Spring
127,Yellow Perch,L,1211,8,2013,Spring
127,Yellow Perch,O/D,550,5,2013,Spring
127,White Perch,O/D,570,5,2013,Spring
127,Round Goby,ALL,207,32,2013,Spring
127,Emerald Shiner,ALL,156,41,2013,Spring
133,Freshwater Drum,L,12449,6,2013,Spring
133,Freshwater Drum,M,40898,40,2013,Spring
133,White Bass,L,3218,9,2013,Spring
133,White Bass,S,538,12,2013,Spring
133,White Sucker,ALL,1630,1,2013,Spring
133,Quillback,ALL,2950,1,2013,Spring
133,White Perch,O/D,525,5,2013,Spring
133,White Perch,L,3596,21,2013,Spring
133,White Perch,M,8046,108,2013,Spring
133,Yellow Perch,O/D,540,5,2013,Spring
133,Yellow Perch,L,3731,19,2013,Spring
133,Yellow Perch,M,6272,68,2013,Spring
133,Round Goby,ALL,28.5,4,2013,Spring
122,Freshwater Drum,M,87495,97,2013,Spring
122,Freshwater Drum,S,25214,56,2013,Spring
122,Freshwater Drum,L,76899,33,2013,Spring
122,Walleye,ALL,4412,4,2013,Spring
122,Yellow Perch,O/D,577,5,2013,Spring
122,Yellow Perch,ALL,805,11,2013,Spring
122,Round Goby,ALL,83,11,2013,Spring
122,Channel Catfish,ALL,3055,2,2013,Spring
122,White Perch,O/D,907,5,2013,Spring
122,White Perch,ALL,462,10,2013,Spring
122,White Bass,L,10941,26,2013,Spring
122,White Bass,S,458,8,2013,Spring
122,White Sucker,ALL,4995,6,2013,Spring
122,Quillback,ALL,4490,2,2013,Spring
122,Emerald Shiner,ALL,42,11,2013,Spring
122,Gizzard Shad,ALL,535,1,2013,Spring
122,Trout Perch,ALL,35,4,2013,Spring
123,Gizzard Shad,ALL,566,1,2013,Spring
123,White Sucker,ALL,2972,4,2013,Spring
123,White Bass,L,11235,29,2013,Spring
123,White Bass,S,1774,25,2013,Spring
123,Freshwater Drum,ALL,25551,16,2013,Spring
123,White Perch,O/D,847,5,2013,Spring
123,White Perch,L,2069,13,2013,Spring
123,White Perch,S,2221,33,2013,Spring
123,Yellow Perch,O/D,428,5,2013,Spring
123,Yellow Perch,L,2224,16,2013,Spring
123,Yellow Perch,M,6686,99,2013,Spring
123,Round Goby,ALL,4.5,1,2013,Spring
123,Trout Perch,ALL,4.5,1,2013,Spring
123,Emerald Shiner,ALL,5.5,2,2013,Spring
