serial ,fish_id,species,sp_code,size,tl,wt,year,season
511,2524,Round Goby,910,ALL,77,5,2013,Autumn
511,2525,Round Goby,910,ALL,80,6,2013,Autumn
511,2526,Round Goby,910,ALL,92,9,2013,Autumn
511,2527,Round Goby,910,ALL,106,12,2013,Autumn
511,2528,Round Goby,910,ALL,101,10,2013,Autumn
511,2529,Round Goby,910,ALL,114,19,2013,Autumn
511,5378,Yellow Perch,801,O/D,230,133,2013,Autumn
511,5379,Yellow Perch,801,O/D,175,77,2013,Autumn
511,5380,Yellow Perch,801,O/D,188,66,2013,Autumn
511,5381,Yellow Perch,801,O/D,188,66,2013,Autumn
511,5382,Yellow Perch,801,O/D,196,73,2013,Autumn
512,623,Quillback,403,ALL,450,1350,2013,Autumn
512,624,Quillback,403,ALL,439,1337,2013,Autumn
512,625,Quillback,403,ALL,470,1550,2013,Autumn
512,626,Quillback,403,ALL,466,1666,2013,Autumn
512,627,Channel Catfish,119,ALL,421,771,2013,Autumn
512,628,Channel Catfish,119,ALL,422,770,2013,Autumn
512,629,Channel Catfish,119,ALL,453,852,2013,Autumn
512,630,Channel Catfish,119,ALL,515,895,2013,Autumn
512,631,Channel Catfish,119,ALL,448,931,2013,Autumn
512,632,Channel Catfish,119,ALL,347,428,2013,Autumn
512,633,Channel Catfish,119,ALL,252,146,2013,Autumn
512,634,Channel Catfish,119,ALL,284,162,2013,Autumn
512,635,Channel Catfish,119,ALL,303,222,2013,Autumn
512,636,Channel Catfish,119,ALL,323,,2013,Autumn
512,637,Channel Catfish,119,ALL,390,522,2013,Autumn
512,638,Channel Catfish,119,ALL,325,317,2013,Autumn
512,639,Channel Catfish,119,ALL,271,177,2013,Autumn
512,640,Channel Catfish,119,ALL,226,77,2013,Autumn
512,641,Channel Catfish,119,ALL,250,120,2013,Autumn
512,642,Channel Catfish,119,ALL,217,90,2013,Autumn
512,643,Channel Catfish,119,ALL,238,101,2013,Autumn
512,644,Channel Catfish,119,ALL,251,118,2013,Autumn
512,645,Channel Catfish,119,ALL,215,74,2013,Autumn
512,646,Channel Catfish,119,ALL,95,9,2013,Autumn
512,647,White Bass,133,ALL,255,204,2013,Autumn
512,648,White Bass,133,ALL,344,532,2013,Autumn
512,649,White Bass,133,ALL,233,190,2013,Autumn
512,650,White Bass,133,ALL,315,409,2013,Autumn
512,651,White Bass,133,ALL,272,245,2013,Autumn
512,652,Yellow Perch,801,XS,95,12,2013,Autumn
512,653,Yellow Perch,801,XS,84,7,2013,Autumn
512,654,Yellow Perch,801,XS,92,8,2013,Autumn
512,655,Yellow Perch,801,XS,91,10,2013,Autumn
512,656,Yellow Perch,801,XS,85,9,2013,Autumn
512,657,Yellow Perch,801,XS,87,8,2013,Autumn
512,658,Yellow Perch,801,XS,84,3,2013,Autumn
512,659,Yellow Perch,801,XS,77,6,2013,Autumn
512,660,Yellow Perch,801,XS,85,7,2013,Autumn
512,661,Yellow Perch,801,S,171,52,2013,Autumn
512,662,Yellow Perch,801,S,156,42,2013,Autumn
512,663,Yellow Perch,801,S,173,48,2013,Autumn
512,664,Yellow Perch,801,S,155,52,2013,Autumn
512,665,Yellow Perch,801,S,179,58,2013,Autumn
512,666,Freshwater Drum,134,XS,110,17,2013,Autumn
512,667,Freshwater Drum,134,XS,95,10,2013,Autumn
512,668,Freshwater Drum,134,XS,86,9,2013,Autumn
512,669,Freshwater Drum,134,XS,97,8,2013,Autumn
512,670,Freshwater Drum,134,XS,72,3,2013,Autumn
512,671,Freshwater Drum,134,XS,66,2,2013,Autumn
512,672,Freshwater Drum,134,XS,71,5,2013,Autumn
512,673,Walleye,803,ALL,571,1839,2013,Autumn
512,674,Walleye,803,ALL,436,766,2013,Autumn
512,675,Walleye,803,ALL,493,1033,2013,Autumn
512,676,White Sucker,405,ALL,452,937,2013,Autumn
512,677,Trout Perch,131,ALL,87,4,2013,Autumn
512,678,Trout Perch,131,ALL,82,4,2013,Autumn
512,679,White Perch,132,L,265,261,2013,Autumn
512,680,White Perch,132,L,234,204,2013,Autumn
512,681,White Perch,132,L,229,167,2013,Autumn
512,682,White Perch,132,L,270,298,2013,Autumn
512,683,White Perch,132,L,265,300,2013,Autumn
512,684,White Perch,132,L,243,215,2013,Autumn
512,685,White Perch,132,L,241,240,2013,Autumn
512,686,White Perch,132,S,141,29,2013,Autumn
512,687,White Perch,132,S,145,32,2013,Autumn
512,688,White Perch,132,S,163,52,2013,Autumn
512,689,White Perch,132,S,145,31,2013,Autumn
512,690,White Perch,132,S,144,31,2013,Autumn
512,691,White Perch,132,S,163,49,2013,Autumn
512,692,White Perch,132,S,157,48,2013,Autumn
512,693,White Perch,132,S,156,46,2013,Autumn
512,694,White Perch,132,S,157,43,2013,Autumn
512,695,White Perch,132,S,147,37,2013,Autumn
512,696,White Perch,132,M,198,105,2013,Autumn
512,697,White Perch,132,M,198,115,2013,Autumn
512,698,White Perch,132,M,216,126,2013,Autumn
512,699,White Perch,132,M,177,75,2013,Autumn
512,700,White Perch,132,M,215,136,2013,Autumn
512,701,White Perch,132,M,189,77,2013,Autumn
512,702,White Perch,132,M,172,58,2013,Autumn
512,703,White Perch,132,M,217,140,2013,Autumn
512,704,White Perch,132,M,200,104,2013,Autumn
512,705,Gizzard Shad,108,L,266,176,2013,Autumn
512,706,Gizzard Shad,108,L,256,155,2013,Autumn
512,707,Gizzard Shad,108,L,270,190,2013,Autumn
512,708,Gizzard Shad,108,L,265,164,2013,Autumn
512,709,Gizzard Shad,108,L,270,194,2013,Autumn
512,710,Gizzard Shad,108,L,274,203,2013,Autumn
512,711,Gizzard Shad,108,M,158,29,2013,Autumn
512,712,Gizzard Shad,108,M,147,22,2013,Autumn
512,713,Gizzard Shad,108,M,179,48,2013,Autumn
512,714,Gizzard Shad,108,M,156,30,2013,Autumn
512,715,Gizzard Shad,108,M,150,29,2013,Autumn
512,716,Gizzard Shad,108,M,166,40,2013,Autumn
512,717,Gizzard Shad,108,M,159,29,2013,Autumn
512,718,Gizzard Shad,108,M,144,24,2013,Autumn
512,719,Gizzard Shad,108,M,148,24,2013,Autumn
512,720,Gizzard Shad,108,M,171,40,2013,Autumn
512,721,Gizzard Shad,108,S,97,6,2013,Autumn
512,722,Gizzard Shad,108,S,136,15,2013,Autumn
512,723,Gizzard Shad,108,XS,67,2,2013,Autumn
512,724,Gizzard Shad,108,XS,65,2,2013,Autumn
512,725,Gizzard Shad,108,XS,67,2,2013,Autumn
512,726,Gizzard Shad,108,XS,77,2,2013,Autumn
512,727,Gizzard Shad,108,XS,76,2,2013,Autumn
512,728,Gizzard Shad,108,XS,80,2,2013,Autumn
512,729,Gizzard Shad,108,XS,62,2,2013,Autumn
512,730,Gizzard Shad,108,XS,64,2,2013,Autumn
512,731,Gizzard Shad,108,XS,65,2,2013,Autumn
512,732,Gizzard Shad,108,XS,56,2,2013,Autumn
512,733,Round Goby,910,ALL,57,2,2013,Autumn
512,734,Emerald Shiner,504,ALL,75,3,2013,Autumn
512,735,Emerald Shiner,504,ALL,80,3,2013,Autumn
512,736,Emerald Shiner,504,ALL,55,1,2013,Autumn
512,737,Emerald Shiner,504,ALL,46,1,2013,Autumn
512,738,Emerald Shiner,504,ALL,49,1,2013,Autumn
512,739,Emerald Shiner,504,ALL,51,1,2013,Autumn
512,740,Emerald Shiner,504,ALL,50,1,2013,Autumn
512,741,Emerald Shiner,504,ALL,48,1,2013,Autumn
512,742,White Perch,132,XS,89,7,2013,Autumn
512,743,White Perch,132,XS,90,9,2013,Autumn
512,744,White Perch,132,XS,96,9,2013,Autumn
512,745,White Perch,132,XS,86,6,2013,Autumn
512,746,White Perch,132,XS,82,7,2013,Autumn
512,747,White Perch,132,XS,69,4,2013,Autumn
512,748,White Perch,132,XS,80,5,2013,Autumn
512,749,White Perch,132,XS,73,4,2013,Autumn
512,750,White Perch,132,XS,74,4,2013,Autumn
512,751,White Perch,132,XS,72,3,2013,Autumn
512,752,Freshwater Drum,134,S,204,83,2013,Autumn
512,753,Freshwater Drum,134,S,217,101,2013,Autumn
512,754,Freshwater Drum,134,S,215,92,2013,Autumn
512,755,Freshwater Drum,134,S,191,71,2013,Autumn
512,756,Freshwater Drum,134,S,230,111,2013,Autumn
512,757,Freshwater Drum,134,S,195,74,2013,Autumn
512,758,Freshwater Drum,134,S,201,77,2013,Autumn
512,759,Freshwater Drum,134,S,206,85,2013,Autumn
512,760,Freshwater Drum,134,S,189,60,2013,Autumn
512,761,Freshwater Drum,134,S,193,69,2013,Autumn
512,762,Freshwater Drum,134,XL,544,1669,2013,Autumn
512,763,Freshwater Drum,134,XL,510,1384,2013,Autumn
512,764,Freshwater Drum,134,XL,490,1477,2013,Autumn
512,765,Freshwater Drum,134,XL,434,878,2013,Autumn
512,766,Freshwater Drum,134,XL,454,1131,2013,Autumn
512,767,Freshwater Drum,134,XL,584,2109,2013,Autumn
512,768,Freshwater Drum,134,XL,430,975,2013,Autumn
512,769,Freshwater Drum,134,XL,524,1415,2013,Autumn
512,770,Freshwater Drum,134,XL,588,2299,2013,Autumn
512,771,Freshwater Drum,134,L,440,945,2013,Autumn
512,772,Freshwater Drum,134,L,450,1011,2013,Autumn
512,773,Freshwater Drum,134,L,373,555,2013,Autumn
512,774,Freshwater Drum,134,L,408,762,2013,Autumn
512,775,Freshwater Drum,134,L,406,778,2013,Autumn
512,776,Freshwater Drum,134,L,410,839,2013,Autumn
512,777,Freshwater Drum,134,L,348,482,2013,Autumn
512,778,Freshwater Drum,134,L,378,577,2013,Autumn
512,779,Freshwater Drum,134,L,340,424,2013,Autumn
512,780,Freshwater Drum,134,L,329,320,2013,Autumn
512,781,Freshwater Drum,134,M,240,148,2013,Autumn
512,782,Freshwater Drum,134,M,230,126,2013,Autumn
512,783,Freshwater Drum,134,M,345,404,2013,Autumn
512,784,Freshwater Drum,134,M,248,164,2013,Autumn
512,785,Freshwater Drum,134,M,280,213,2013,Autumn
512,786,Freshwater Drum,134,M,244,151,2013,Autumn
512,787,Freshwater Drum,134,M,367,502,2013,Autumn
512,788,Freshwater Drum,134,M,227,122,2013,Autumn
512,789,Freshwater Drum,134,M,303,300,2013,Autumn
512,790,Freshwater Drum,134,M,266,194,2013,Autumn
512,1710,White Perch,132,O/D,192,92,2013,Autumn
512,1711,White Perch,132,O/D,201,120,2013,Autumn
512,1712,White Perch,132,O/D,206,117,2013,Autumn
512,1713,White Perch,132,O/D,198,110,2013,Autumn
512,1714,White Perch,132,O/D,184,82,2013,Autumn
512,1715,Yellow Perch,801,O/D,242,190,2013,Autumn
512,1716,Yellow Perch,801,O/D,221,139,2013,Autumn
512,1717,Yellow Perch,801,O/D,203,97,2013,Autumn
512,1718,Yellow Perch,801,O/D,213,128,2013,Autumn
512,1719,Yellow Perch,801,O/D,140,77,2013,Autumn
513,791,Walleye,803,ALL,540,1404,2013,Autumn
513,792,Walleye,803,ALL,576,1555,2013,Autumn
513,793,Walleye,803,ALL,545,1390,2013,Autumn
513,794,Walleye,803,ALL,340,350,2013,Autumn
513,795,Walleye,803,ALL,341,344,2013,Autumn
513,796,Walleye,803,ALL,206,64,2013,Autumn
513,797,Walleye,803,ALL,185,41,2013,Autumn
513,798,Walleye,803,ALL,135,24,2013,Autumn
513,799,Channel Catfish,119,ALL,245,126,2013,Autumn
513,800,Channel Catfish,119,ALL,280,203,2013,Autumn
513,801,Channel Catfish,119,ALL,350,393,2013,Autumn
513,802,Channel Catfish,119,ALL,266,148,2013,Autumn
513,803,White Sucker,405,ALL,486,1049,2013,Autumn
513,804,Quillback,403,ALL,492,2089,2013,Autumn
513,805,White Bass,133,ALL,266,244,2013,Autumn
513,806,White Bass,133,ALL,246,174,2013,Autumn
513,807,Spottail Shiner,508,ALL,85,9,2013,Autumn
513,808,White Perch,132,XS,88,7,2013,Autumn
513,809,White Perch,132,XS,80,5,2013,Autumn
513,810,White Perch,132,XS,75,6,2013,Autumn
513,811,White Perch,132,XS,74,5,2013,Autumn
513,812,White Perch,132,XS,76,7,2013,Autumn
513,813,White Perch,132,XS,84,7,2013,Autumn
513,814,White Perch,132,XS,78,6,2013,Autumn
513,815,White Perch,132,XS,77,6,2013,Autumn
513,816,White Perch,132,XS,77,7,2013,Autumn
513,817,White Perch,132,XS,64,5,2013,Autumn
513,818,White Perch,132,S,166,55,2013,Autumn
513,819,White Perch,132,S,146,35,2013,Autumn
513,820,White Perch,132,S,130,25,2013,Autumn
513,821,White Perch,132,S,132,26,2013,Autumn
513,822,White Perch,132,S,136,27,2013,Autumn
513,823,White Perch,132,S,156,38,2013,Autumn
513,824,White Perch,132,S,153,40,2013,Autumn
513,825,White Perch,132,S,139,31,2013,Autumn
513,826,White Perch,132,S,150,42,2013,Autumn
513,827,White Perch,132,S,130,26,2013,Autumn
513,828,Yellow Perch,801,M,160,43,2013,Autumn
513,829,Yellow Perch,801,M,210,97,2013,Autumn
513,830,Yellow Perch,801,M,153,37,2013,Autumn
513,831,Yellow Perch,801,M,166,51,2013,Autumn
513,832,Yellow Perch,801,M,182,66,2013,Autumn
513,833,Yellow Perch,801,M,208,99,2013,Autumn
513,834,Yellow Perch,801,M,217,102,2013,Autumn
513,835,Yellow Perch,801,M,202,95,2013,Autumn
513,836,Yellow Perch,801,M,209,103,2013,Autumn
513,837,Yellow Perch,801,M,200,91,2013,Autumn
513,838,Trout Perch,131,S,78,3,2013,Autumn
513,839,Trout Perch,131,S,78,3,2013,Autumn
513,840,Trout Perch,131,S,70,3,2013,Autumn
513,841,Trout Perch,131,S,78,3,2013,Autumn
513,842,Trout Perch,131,S,73,3,2013,Autumn
513,843,Trout Perch,131,S,76,3,2013,Autumn
513,844,Trout Perch,131,S,69,3,2013,Autumn
513,845,Trout Perch,131,S,76,3,2013,Autumn
513,846,Trout Perch,131,S,77,3,2013,Autumn
513,847,Trout Perch,131,S,78,3,2013,Autumn
513,848,Trout Perch,131,M,99,8,2013,Autumn
513,849,Trout Perch,131,M,113,12,2013,Autumn
513,850,Trout Perch,131,M,101,8,2013,Autumn
513,851,Trout Perch,131,M,102,10,2013,Autumn
513,852,Trout Perch,131,M,114,10,2013,Autumn
513,853,Trout Perch,131,M,105,9,2013,Autumn
513,854,Trout Perch,131,M,103,6,2013,Autumn
513,855,Trout Perch,131,M,104,8,2013,Autumn
513,856,Trout Perch,131,M,106,11,2013,Autumn
513,857,Trout Perch,131,M,110,9,2013,Autumn
513,858,Freshwater Drum,134,XS,111,11,2013,Autumn
513,859,Freshwater Drum,134,XS,133,19,2013,Autumn
513,860,Freshwater Drum,134,XS,126,15,2013,Autumn
513,861,Freshwater Drum,134,XS,87,8,2013,Autumn
513,862,Freshwater Drum,134,XS,104,9,2013,Autumn
513,863,Freshwater Drum,134,XS,124,15,2013,Autumn
513,864,Freshwater Drum,134,XS,92,6,2013,Autumn
513,865,Freshwater Drum,134,XS,110,11,2013,Autumn
513,866,Freshwater Drum,134,XS,96,5,2013,Autumn
513,867,Freshwater Drum,134,XS,79,4,2013,Autumn
513,868,Rainbow Smelt,109,ALL,50,,2013,Autumn
513,869,Gizzard Shad,108,M,156,30,2013,Autumn
513,870,Gizzard Shad,108,M,163,35,2013,Autumn
513,871,Gizzard Shad,108,M,170,43,2013,Autumn
513,872,Gizzard Shad,108,M,135,21,2013,Autumn
513,873,Gizzard Shad,108,M,156,31,2013,Autumn
513,874,Gizzard Shad,108,M,147,28,2013,Autumn
513,875,Gizzard Shad,108,M,130,18,2013,Autumn
513,876,Gizzard Shad,108,XS,86,4,2013,Autumn
513,877,Gizzard Shad,108,XS,88,6,2013,Autumn
513,878,Gizzard Shad,108,XS,77,2,2013,Autumn
513,879,Gizzard Shad,108,XS,84,4,2013,Autumn
513,880,Gizzard Shad,108,XS,88,5,2013,Autumn
513,881,Gizzard Shad,108,XS,89,4,2013,Autumn
513,882,Gizzard Shad,108,XS,87,4,2013,Autumn
513,883,Gizzard Shad,108,XS,95,6,2013,Autumn
513,884,Gizzard Shad,108,XS,72,3,2013,Autumn
513,885,Alewife,106,ALL,106,9,2013,Autumn
513,886,Round Goby,910,ALL,100,12,2013,Autumn
513,887,Round Goby,910,ALL,88,8,2013,Autumn
513,888,Round Goby,910,ALL,56,2,2013,Autumn
513,889,Emerald Shiner,504,M,80,2,2013,Autumn
513,890,Emerald Shiner,504,M,84,4,2013,Autumn
513,891,Emerald Shiner,504,M,80,3,2013,Autumn
513,892,Emerald Shiner,504,M,86,3,2013,Autumn
513,893,Emerald Shiner,504,M,75,2,2013,Autumn
513,894,Emerald Shiner,504,M,79,2,2013,Autumn
513,895,Emerald Shiner,504,M,82,3,2013,Autumn
513,896,Emerald Shiner,504,M,95,4,2013,Autumn
513,897,Emerald Shiner,504,M,77,2,2013,Autumn
513,898,Emerald Shiner,504,M,88,3,2013,Autumn
513,899,Emerald Shiner,504,M,80,2,2013,Autumn
513,900,Emerald Shiner,504,S,57,1,2013,Autumn
513,901,Emerald Shiner,504,S,55,1,2013,Autumn
513,902,Emerald Shiner,504,S,65,1,2013,Autumn
513,903,Emerald Shiner,504,S,62,1,2013,Autumn
513,904,Emerald Shiner,504,S,50,1,2013,Autumn
513,905,Emerald Shiner,504,S,46,1,2013,Autumn
513,906,Emerald Shiner,504,S,47,1,2013,Autumn
513,907,Emerald Shiner,504,S,60,1,2013,Autumn
513,908,Emerald Shiner,504,S,47,1,2013,Autumn
513,909,Emerald Shiner,504,S,51,1,2013,Autumn
513,910,Yellow Perch,801,XS,86,6,2013,Autumn
513,911,Yellow Perch,801,XS,84,5,2013,Autumn
513,912,Yellow Perch,801,XS,86,6,2013,Autumn
513,913,Yellow Perch,801,XS,80,4,2013,Autumn
513,914,Yellow Perch,801,XS,75,4,2013,Autumn
513,915,Yellow Perch,801,XS,80,4,2013,Autumn
513,916,Yellow Perch,801,XS,95,7,2013,Autumn
513,917,Yellow Perch,801,XS,70,4,2013,Autumn
513,918,Yellow Perch,801,XS,77,4,2013,Autumn
513,919,Yellow Perch,801,XS,84,5,2013,Autumn
513,920,Freshwater Drum,134,M,350,450,2013,Autumn
513,921,Freshwater Drum,134,M,348,443,2013,Autumn
513,922,Freshwater Drum,134,M,375,482,2013,Autumn
513,923,Freshwater Drum,134,M,374,585,2013,Autumn
513,924,Freshwater Drum,134,M,356,421,2013,Autumn
513,925,Freshwater Drum,134,M,450,708,2013,Autumn
513,926,Freshwater Drum,134,M,317,292,2013,Autumn
513,927,Freshwater Drum,134,M,400,599,2013,Autumn
513,928,Freshwater Drum,134,M,375,502,2013,Autumn
513,929,Freshwater Drum,134,M,485,1382,2013,Autumn
513,930,Freshwater Drum,134,S,284,239,2013,Autumn
513,931,Freshwater Drum,134,S,229,112,2013,Autumn
513,932,Freshwater Drum,134,S,246,159,2013,Autumn
513,933,Freshwater Drum,134,S,271,201,2013,Autumn
513,934,Freshwater Drum,134,S,255,157,2013,Autumn
513,935,Freshwater Drum,134,S,277,197,2013,Autumn
513,936,Freshwater Drum,134,S,305,235,2013,Autumn
513,937,Freshwater Drum,134,S,230,122,2013,Autumn
513,938,Freshwater Drum,134,S,233,117,2013,Autumn
513,939,Freshwater Drum,134,S,180,65,2013,Autumn
513,940,White Perch,132,L,198,104,2013,Autumn
513,941,White Perch,132,L,210,116,2013,Autumn
513,942,White Perch,132,L,252,267,2013,Autumn
513,943,White Perch,132,L,250,230,2013,Autumn
513,944,White Perch,132,L,228,179,2013,Autumn
513,945,White Perch,132,L,222,139,2013,Autumn
513,946,White Perch,132,L,204,126,2013,Autumn
513,947,White Perch,132,L,195,101,2013,Autumn
513,948,White Perch,132,L,245,224,2013,Autumn
513,949,White Perch,132,L,183,79,2013,Autumn
513,1700,White Perch,132,O/D,200,105,2013,Autumn
513,1701,White Perch,132,O/D,206,120,2013,Autumn
513,1702,White Perch,132,O/D,168,64,2013,Autumn
513,1703,White Perch,132,O/D,204,122,2013,Autumn
513,1704,White Perch,132,O/D,190,100,2013,Autumn
513,1705,Yellow Perch,801,O/D,204,100,2013,Autumn
513,1706,Yellow Perch,801,O/D,200,100,2013,Autumn
513,1707,Yellow Perch,801,O/D,185,72,2013,Autumn
513,1708,Yellow Perch,801,O/D,204,118,2013,Autumn
513,1709,Yellow Perch,801,O/D,192,83,2013,Autumn
514,950,Walleye,803,L,534,1358,2013,Autumn
514,951,Walleye,803,L,535,1407,2013,Autumn
514,952,Walleye,803,L,545,895,2013,Autumn
514,953,Walleye,803,M,430,669,2013,Autumn
514,954,Walleye,803,M,430,711,2013,Autumn
514,955,Walleye,803,M,425,732,2013,Autumn
514,956,Walleye,803,M,420,627,2013,Autumn
514,957,Walleye,803,M,427,652,2013,Autumn
514,958,Walleye,803,M,444,751,2013,Autumn
514,959,Walleye,803,S,316,291,2013,Autumn
514,960,Walleye,803,S,345,340,2013,Autumn
514,961,Walleye,803,S,347,349,2013,Autumn
514,962,Walleye,803,S,340,322,2013,Autumn
514,963,Walleye,803,S,395,524,2013,Autumn
514,964,Walleye,803,S,340,360,2013,Autumn
514,965,Walleye,803,S,346,362,2013,Autumn
514,966,Walleye,803,S,345,336,2013,Autumn
514,967,Walleye,803,S,325,293,2013,Autumn
514,968,Walleye,803,S,340,341,2013,Autumn
514,969,Walleye,803,XS,177,50,2013,Autumn
514,970,Walleye,803,XS,176,42,2013,Autumn
514,971,Walleye,803,XS,173,41,2013,Autumn
514,972,Walleye,803,XS,205,68,2013,Autumn
514,973,Channel Catfish,119,ALL,445,662,2013,Autumn
514,974,Channel Catfish,119,ALL,555,1499,2013,Autumn
514,975,Channel Catfish,119,ALL,235,114,2013,Autumn
514,976,Channel Catfish,119,ALL,360,366,2013,Autumn
514,977,Channel Catfish,119,ALL,337,288,2013,Autumn
514,978,Channel Catfish,119,ALL,320,281,2013,Autumn
514,979,Channel Catfish,119,ALL,353,322,2013,Autumn
514,980,Channel Catfish,119,ALL,322,277,2013,Autumn
514,981,Channel Catfish,119,ALL,337,288,2013,Autumn
514,982,Channel Catfish,119,ALL,246,139,2013,Autumn
514,983,Quillback,403,ALL,431,2214,2013,Autumn
514,984,Quillback,403,ALL,510,2207,2013,Autumn
514,985,Quillback,403,ALL,535,2072,2013,Autumn
514,986,Quillback,403,ALL,494,1802,2013,Autumn
514,987,Quillback,403,ALL,485,1699,2013,Autumn
514,988,Quillback,403,ALL,524,2052,2013,Autumn
514,989,Quillback,403,ALL,490,1690,2013,Autumn
514,990,Quillback,403,ALL,505,2066,2013,Autumn
514,991,Quillback,403,ALL,490,2335,2013,Autumn
514,992,Quillback,403,ALL,418,1150,2013,Autumn
514,993,Gizzard Shad,108,L,261,177,2013,Autumn
514,994,White Bass,133,ALL,235,143,2013,Autumn
514,995,White Bass,133,ALL,245,162,2013,Autumn
514,996,White Bass,133,ALL,235,138,2013,Autumn
514,997,White Bass,133,ALL,235,146,2013,Autumn
514,998,White Bass,133,ALL,233,133,2013,Autumn
514,999,White Bass,133,ALL,146,32,2013,Autumn
514,1000,White Bass,133,ALL,242,166,2013,Autumn
514,1001,White Bass,133,ALL,254,190,2013,Autumn
514,1002,White Bass,133,ALL,235,148,2013,Autumn
514,1003,White Bass,133,ALL,273,272,2013,Autumn
514,1004,Gizzard Shad,108,M,145,26,2013,Autumn
514,1005,Gizzard Shad,108,M,143,23,2013,Autumn
514,1006,Gizzard Shad,108,M,156,30,2013,Autumn
514,1007,Gizzard Shad,108,M,146,26,2013,Autumn
514,1008,Gizzard Shad,108,M,149,27,2013,Autumn
514,1009,Gizzard Shad,108,M,157,29,2013,Autumn
514,1010,Gizzard Shad,108,M,160,30,2013,Autumn
514,1011,Gizzard Shad,108,M,155,31,2013,Autumn
514,1012,Gizzard Shad,108,M,155,30,2013,Autumn
514,1013,Gizzard Shad,108,M,158,31,2013,Autumn
514,1014,Gizzard Shad,108,S,89,5,2013,Autumn
514,1015,Gizzard Shad,108,S,106,9,2013,Autumn
514,1016,Gizzard Shad,108,S,120,13,2013,Autumn
514,1017,Gizzard Shad,108,S,90,4,2013,Autumn
514,1018,Gizzard Shad,108,S,90,4,2013,Autumn
514,1019,Gizzard Shad,108,S,124,14,2013,Autumn
514,1020,Gizzard Shad,108,S,116,12,2013,Autumn
514,1021,Gizzard Shad,108,S,120,12,2013,Autumn
514,1022,Gizzard Shad,108,S,122,13,2013,Autumn
514,1023,Gizzard Shad,108,S,77,2,2013,Autumn
514,1024,Yellow Perch,801,S,90,5,2013,Autumn
514,1025,Yellow Perch,801,S,87,4,2013,Autumn
514,1026,Yellow Perch,801,S,97,6,2013,Autumn
514,1027,Yellow Perch,801,S,85,3,2013,Autumn
514,1028,Yellow Perch,801,S,89,4,2013,Autumn
514,1029,Yellow Perch,801,S,80,2,2013,Autumn
514,1030,Yellow Perch,801,S,80,3,2013,Autumn
514,1031,Yellow Perch,801,S,88,5,2013,Autumn
514,1032,Yellow Perch,801,S,87,5,2013,Autumn
514,1033,Yellow Perch,801,S,80,3,2013,Autumn
514,1034,Round Goby,910,ALL,80,5,2013,Autumn
514,1035,Gizzard Shad,108,XS,92,5,2013,Autumn
514,1036,Gizzard Shad,108,XS,90,6,2013,Autumn
514,1037,Gizzard Shad,108,XS,82,3,2013,Autumn
514,1038,Gizzard Shad,108,XS,92,6,2013,Autumn
514,1039,Gizzard Shad,108,XS,75,3,2013,Autumn
514,1040,Gizzard Shad,108,XS,72,2,2013,Autumn
514,1041,Gizzard Shad,108,XS,92,6,2013,Autumn
514,1042,Gizzard Shad,108,XS,72,2,2013,Autumn
514,1043,Gizzard Shad,108,XS,62,2,2013,Autumn
514,1044,Gizzard Shad,108,XS,75,3,2013,Autumn
514,1045,Freshwater Drum,134,M,365,366,2013,Autumn
514,1046,Freshwater Drum,134,M,390,622,2013,Autumn
514,1047,Freshwater Drum,134,M,372,427,2013,Autumn
514,1048,Freshwater Drum,134,M,350,377,2013,Autumn
514,1049,Freshwater Drum,134,M,410,774,2013,Autumn
514,1050,Freshwater Drum,134,M,370,547,2013,Autumn
514,1051,Freshwater Drum,134,M,420,861,2013,Autumn
514,1052,Freshwater Drum,134,M,384,511,2013,Autumn
514,1053,Freshwater Drum,134,M,422,774,2013,Autumn
514,1054,Freshwater Drum,134,M,385,550,2013,Autumn
514,1055,Freshwater Drum,134,S,334,377,2013,Autumn
514,1056,Freshwater Drum,134,S,308,282,2013,Autumn
514,1057,Freshwater Drum,134,S,251,142,2013,Autumn
514,1058,Freshwater Drum,134,S,250,147,2013,Autumn
514,1059,Freshwater Drum,134,S,267,193,2013,Autumn
514,1060,Freshwater Drum,134,S,280,213,2013,Autumn
514,1061,Freshwater Drum,134,S,220,103,2013,Autumn
514,1062,Freshwater Drum,134,S,227,115,2013,Autumn
514,1063,Freshwater Drum,134,S,310,288,2013,Autumn
514,1064,Freshwater Drum,134,S,240,136,2013,Autumn
514,1065,White Perch,132,S,165,52,2013,Autumn
514,1066,White Perch,132,S,135,24,2013,Autumn
514,1067,White Perch,132,S,147,38,2013,Autumn
514,1068,White Perch,132,S,145,29,2013,Autumn
514,1069,White Perch,132,M,170,56,2013,Autumn
514,1070,White Perch,132,M,160,55,2013,Autumn
514,1071,White Perch,132,M,174,67,2013,Autumn
514,1072,White Perch,132,M,154,45,2013,Autumn
514,1073,White Perch,132,M,152,39,2013,Autumn
514,1074,White Perch,132,M,160,49,2013,Autumn
514,1075,White Perch,132,M,162,46,2013,Autumn
514,1076,White Perch,132,M,138,29,2013,Autumn
514,1077,White Perch,132,M,148,37,2013,Autumn
514,1078,White Perch,132,M,144,34,2013,Autumn
514,1079,White Perch,132,XS,75,3,2013,Autumn
514,1080,White Perch,132,XS,75,4,2013,Autumn
514,1081,White Perch,132,XS,70,2,2013,Autumn
514,1082,White Perch,132,XS,65,2,2013,Autumn
514,1083,White Perch,132,XS,72,2,2013,Autumn
