Serial,date,time_st,Depth_Factor,n,Depth_Mean,Depth_Std.Dev,Depth_CV,Temp_Mean,Temp_Std.Dev,Temp_CV,SpCond_Mean,SpCond_Std.Dev,spCond_CV,pH_Mean,pH_Std.Dev,pH_CV,Turbitity_Mean,Turbitity_Std.Dev,Turbitity_CV,Chlor_Mean,Chlor_Std.Dev,Chlor_CV,DOpercent_Mean,DOpercent_Std.Dev,DOpercent_CV,DOppm_Mean,DOppm_Std.Dev,DOppm_CV,year,season
531,9/19/2013,810,"[2.38,2.62)",1,2,,,19.33,,,0.256,,,8.42,,,9.8,,,1.6,,,96.3,,,8.87,,,2013,Autumn
531,9/19/2013,810,"[2.62,2.88)",4,2,0.063,0.023,19.337,0.005,0,0.256,0,0,8.42,0,0,10.45,0.806,0.077,5.45,3.375,0.619,96.3,0,0,8.87,0,0,2013,Autumn
531,9/19/2013,810,"[2.88,3.12)",3,3,0.059,0.019,19.337,0.006,0,0.256,0.001,0.004,8.42,0,0,10.267,0.252,0.025,4.067,1.201,0.295,96.3,0,0,8.87,0,0,2013,Autumn
531,9/19/2013,810,"[3.12,3.38)",2,3,0.027,0.008,19.33,0,0,0.256,0,0,8.42,0,0,10.15,0.636,0.063,3.1,1.697,0.547,96.25,0.071,0.001,8.86,0,0,2013,Autumn
531,9/19/2013,810,"[3.38,3.62)",3,3,0.044,0.013,19.34,0,0,0.256,0,0,8.42,0,0,10.1,0.173,0.017,3.9,1.153,0.296,96.267,0.058,0.001,8.867,0.006,0.001,2013,Autumn
531,9/19/2013,810,"[3.62,3.88)",1,3,,,19.34,,,0.256,,,8.42,,,10.2,,,4.1,,,96.3,,,8.87,,,2013,Autumn
531,9/19/2013,810,"[3.88,4.12)",3,4,0.095,0.024,19.34,0,0,0.256,0,0,8.42,0,0,9.8,0.436,0.044,4,1.539,0.385,96.267,0.058,0.001,8.863,0.006,0.001,2013,Autumn
531,9/19/2013,810,"[4.12,4.38)",2,4,0.032,0.007,19.34,0,0,0.256,0.001,0.004,8.42,0,0,10.65,0.354,0.033,5.35,0.495,0.093,96.3,0,0,8.86,0,0,2013,Autumn
531,9/19/2013,810,"[4.38,4.62)",1,4,,,19.34,,,0.256,,,8.42,,,9.5,,,5,,,96.3,,,8.87,,,2013,Autumn
531,9/19/2013,810,"[4.62,4.88)",1,4,,,19.34,,,0.256,,,8.42,,,10.4,,,2.8,,,96.2,,,8.86,,,2013,Autumn
531,9/19/2013,810,"[4.88,5.12)",4,5,0.068,0.014,19.34,0,0,0.256,0,0,8.412,0.005,0.001,10.725,0.618,0.058,4,1.407,0.352,96.25,0.058,0.001,8.863,0.005,0.001,2013,Autumn
531,9/19/2013,810,"[5.12,5.38)",15,5,0.071,0.013,19.34,0,0,0.256,0,0,8.41,0,0,10.28,0.39,0.038,4.627,1.787,0.386,96.26,0.051,0.001,8.863,0.005,0.001,2013,Autumn
531,9/19/2013,810,"[5.38,5.62)",11,5,0.067,0.012,19.34,0,0,0.256,0,0,8.41,0,0,11.382,2.411,0.212,4.709,3.094,0.657,96.264,0.05,0.001,8.865,0.005,0.001,2013,Autumn
531,9/19/2013,810,"[5.62,5.88)",5,5,0.073,0.013,19.338,0.004,0,0.256,0,0,8.41,0,0,10.22,0.259,0.025,3.96,3.216,0.812,96.22,0.045,0,8.862,0.004,0,2013,Autumn
531,9/19/2013,810,"[5.88,6.12)",1,6,,,19.33,,,0.256,,,8.41,,,10.5,,,4.2,,,96.3,,,8.87,,,2013,Autumn
531,9/19/2013,810,"[6.38,6.62)",2,6,0.073,0.011,19.34,0,0,0.257,0,0,8.41,0,0,10.35,0.212,0.02,5.7,1.838,0.322,96.3,0,0,8.87,0,0,2013,Autumn
531,9/19/2013,810,"[6.88,7.12)",1,6,,,19.34,,,0.256,,,8.41,,,12.1,,,4.6,,,96.3,,,8.87,,,2013,Autumn
531,9/19/2013,810,"[7.12,7.38)",2,7,0.054,0.007,19.335,0.007,0,0.256,0.001,0.004,8.41,0,0,11,1.414,0.129,4.2,0.99,0.236,96.15,0.071,0.001,8.855,0.007,0.001,2013,Autumn
531,9/19/2013,810,"[7.62,7.88)",1,7,,,19.33,,,0.256,,,8.41,,,10.2,,,7.6,,,96.1,,,8.85,,,2013,Autumn
531,9/19/2013,810,"[7.88,8.12)",3,8,0.028,0.003,19.333,0.006,0,0.256,0.001,0.004,8.41,0,0,10.733,0.058,0.005,3.1,0.794,0.256,96.167,0.058,0.001,8.857,0.006,0.001,2013,Autumn
531,9/19/2013,810,"[8.12,8.38)",3,8,0.014,0.002,19.33,0,0,0.256,0,0,8.41,0,0,10.233,0.404,0.039,5.033,1.242,0.247,96.167,0.058,0.001,8.857,0.006,0.001,2013,Autumn
531,9/19/2013,810,"[8.38,8.62)",1,8,,,19.33,,,0.256,,,8.41,,,10.6,,,5.6,,,96.2,,,8.86,,,2013,Autumn
531,9/19/2013,810,"[8.88,9.12)",1,8,,,19.33,,,0.256,,,8.41,,,9.7,,,3.1,,,96.2,,,8.86,,,2013,Autumn
531,9/19/2013,810,"[9.12,9.38)",2,9,0.063,0.007,19.335,0.007,0,0.256,0,0,8.41,0,0,10.3,0.283,0.027,5.3,1.556,0.294,96.2,0,0,8.855,0.007,0.001,2013,Autumn
531,9/19/2013,810,"[9.38,9.62)",1,9,,,19.33,,,0.257,,,8.41,,,10.1,,,4.2,,,96.1,,,8.85,,,2013,Autumn
531,9/19/2013,810,"[9.62,9.88)",1,9,,,19.33,,,0.256,,,8.41,,,10.1,,,6.1,,,96,,,8.84,,,2013,Autumn
531,9/19/2013,810,"[9.88,10.1)",1,9,,,19.33,,,0.256,,,8.41,,,10.2,,,2.4,,,96,,,8.84,,,2013,Autumn
531,9/19/2013,810,"[10.1,10.4)",1,1,,,19.34,,,0.256,,,8.41,,,11.4,,,2.9,,,96,,,8.84,,,2013,Autumn
531,9/19/2013,810,"[10.4,10.6)",1,1,,,19.33,,,0.256,,,8.41,,,10.2,,,1.9,,,96,,,8.84,,,2013,Autumn
531,9/19/2013,810,"[10.6,10.9)",1,1,,,19.33,,,0.257,,,8.41,,,9.9,,,4.4,,,96,,,8.84,,,2013,Autumn
531,9/19/2013,810,"[10.9,11.1)",2,1,0.13,0.012,19.33,0,0,0.256,0,0,8.41,0,0,10.1,0,0,2.95,1.061,0.36,96.15,0.071,0.001,8.85,0,0,2013,Autumn
531,9/19/2013,810,"[11.1,11.4)",1,1,,,19.34,,,0.256,,,8.41,,,10.5,,,4.5,,,96.1,,,8.85,,,2013,Autumn
531,9/19/2013,810,"[11.4,11.6)",3,1,0.092,0.008,19.337,0.006,0,0.257,0.001,0.004,8.41,0,0,10.567,0.814,0.077,3.5,0.7,0.2,96.2,0.1,0.001,8.86,0.01,0.001,2013,Autumn
531,9/19/2013,810,"[11.6,11.9)",1,1,,,19.33,,,0.256,,,8.41,,,9.9,,,0.6,,,96.3,,,8.87,,,2013,Autumn
531,9/19/2013,810,"[11.9,12.1)",1,1,,,19.33,,,0.256,,,8.41,,,9.9,,,2.3,,,96.3,,,8.87,,,2013,Autumn
531,9/19/2013,810,"[12.1,12.4)",4,1,0.061,0.005,19.332,0.005,0,0.257,0,0,8.41,0,0,11.875,2.911,0.245,2.275,0.591,0.26,96.325,0.05,0.001,8.867,0.005,0.001,2013,Autumn
531,9/19/2013,810,"[12.4,12.6)",7,1,0.084,0.007,19.333,0.005,0,0.256,0,0,8.406,0.005,0.001,9.857,0.447,0.045,4.371,1.421,0.325,96.343,0.053,0.001,8.869,0.004,0,2013,Autumn
531,9/19/2013,810,"[12.6,12.9)",4,1,0.058,0.005,19.335,0.006,0,0.256,0.001,0.004,8.402,0.005,0.001,11.1,1.421,0.128,4.2,1.122,0.267,96.275,0.096,0.001,8.865,0.006,0.001,2013,Autumn
531,9/19/2013,810,"[12.9,13.1)",6,1,0.035,0.003,19.332,0.004,0,0.256,0,0,8.403,0.005,0.001,268.8,235.778,0.877,13.717,10.484,0.764,96.217,0.075,0.001,8.86,0.006,0.001,2013,Autumn
532,9/19/2013,902,"[0.375,0.625)",4,0,0.026,0.045,18.99,0,0,0.236,0.001,0.004,8.6,0,0,46.6,0,0,0.2,0,0,82.6,0,0,7.66,0,0,2013,Autumn
532,9/19/2013,902,"[0.625,0.875)",7,0,0.041,0.057,18.993,0.005,0,0.236,0,0,8.603,0.005,0.001,46.6,0,0,0.2,0,0,82.6,0,0,7.66,0,0,2013,Autumn
532,9/19/2013,902,"[0.875,1.12)",3,0,0.094,0.096,18.997,0.006,0,0.236,0.001,0.004,8.603,0.006,0.001,46.6,0,0,0.2,0,0,82.6,0,0,7.66,0,0,2013,Autumn
532,9/19/2013,902,"[1.12,1.38)",1,1,,,18.99,,,0.236,,,8.6,,,11.3,,,4.9,,,82.6,,,7.66,,,2013,Autumn
532,9/19/2013,902,"[1.38,1.62)",2,1,0.051,0.036,18.99,0,0,0.235,0,0,8.6,0,0,10.3,0.141,0.014,7.75,0.212,0.027,100.65,0.071,0.001,9.335,0.007,0.001,2013,Autumn
532,9/19/2013,902,"[1.62,1.88)",3,1,0.1,0.057,18.99,0,0,0.235,0.001,0.004,8.6,0,0,9.833,0.814,0.083,13.533,6.278,0.464,100.7,0,0,9.34,0,0,2013,Autumn
532,9/19/2013,902,"[1.88,2.12)",3,2,0.059,0.029,18.99,0,0,0.235,0,0,8.6,0,0,11.3,1.217,0.108,6.3,1.833,0.291,100.733,0.058,0.001,9.34,0,0,2013,Autumn
532,9/19/2013,902,"[2.12,2.38)",2,2,0.079,0.035,18.99,0,0,0.236,0,0,8.6,0,0,12.7,4.101,0.323,7.3,2.404,0.329,100.8,0,0,9.345,0.007,0.001,2013,Autumn
532,9/19/2013,902,"[2.38,2.62)",2,2,0.042,0.017,18.99,0,0,0.236,0.001,0.004,8.6,0,0,11.65,0.919,0.079,7.75,2.616,0.338,100.8,0,0,9.34,0,0,2013,Autumn
532,9/19/2013,902,"[2.62,2.88)",4,2,0.07,0.025,18.99,0,0,0.236,0,0,8.607,0.005,0.001,15,5.219,0.348,8.225,3.634,0.442,100.8,0,0,9.35,0,0,2013,Autumn
532,9/19/2013,902,"[2.88,3.12)",5,3,0.1,0.033,18.99,0,0,0.235,0,0,8.606,0.005,0.001,11.66,1.328,0.114,5.96,2.295,0.385,100.88,0.045,0,9.352,0.004,0,2013,Autumn
532,9/19/2013,902,"[3.12,3.38)",6,3,0.043,0.013,18.99,0,0,0.236,0.001,0.004,8.602,0.004,0,11.283,1.545,0.137,6.267,2.288,0.365,100.883,0.041,0,9.352,0.004,0,2013,Autumn
532,9/19/2013,902,"[3.38,3.62)",2,3,0.132,0.038,18.99,0,0,0.236,0.001,0.004,8.6,0,0,10.25,0.354,0.035,6.75,0.212,0.031,100.85,0.071,0.001,9.355,0.007,0.001,2013,Autumn
532,9/19/2013,902,"[3.62,3.88)",3,3,0.034,0.009,18.99,0,0,0.235,0.001,0.004,8.6,0,0,10.933,1.457,0.133,12.933,7.085,0.548,100.9,0,0,9.36,0,0,2013,Autumn
532,9/19/2013,902,"[3.88,4.12)",1,3,,,18.99,,,0.236,,,8.6,,,11.7,,,2.5,,,100.9,,,9.36,,,2013,Autumn
532,9/19/2013,902,"[4.12,4.38)",1,4,,,18.99,,,0.235,,,8.6,,,10.8,,,6.7,,,100.9,,,9.36,,,2013,Autumn
532,9/19/2013,902,"[4.38,4.62)",2,4,0.049,0.011,18.99,0,0,0.235,0,0,8.6,0,0,10.95,1.485,0.136,7.8,0.849,0.109,100.9,0,0,9.35,0,0,2013,Autumn
532,9/19/2013,902,"[4.62,4.88)",4,4,0.052,0.011,18.99,0,0,0.236,0.001,0.004,8.6,0,0,10.625,0.939,0.088,8.75,3.76,0.43,100.775,0.05,0,9.348,0.005,0.001,2013,Autumn
532,9/19/2013,902,"[4.88,5.12)",2,5,0.052,0.01,18.99,0,0,0.236,0.001,0.004,8.6,0,0,10.05,0.071,0.007,8.25,0.212,0.026,100.8,0,0,9.345,0.007,0.001,2013,Autumn
532,9/19/2013,902,"[5.12,5.38)",3,5,0.075,0.014,18.99,0,0,0.236,0.001,0.004,8.607,0.006,0.001,10.033,0.462,0.046,6.167,2.043,0.331,100.767,0.058,0.001,9.347,0.006,0.001,2013,Autumn
532,9/19/2013,902,"[5.38,5.62)",2,5,0.139,0.025,18.99,0,0,0.235,0,0,8.605,0.007,0.001,10.75,0.212,0.02,7.75,1.909,0.246,100.8,0,0,9.35,0,0,2013,Autumn
532,9/19/2013,902,"[5.62,5.88)",2,5,0.016,0.003,18.99,0,0,0.235,0,0,8.6,0,0,13.2,0.283,0.021,10.55,1.061,0.101,100.8,0,0,9.35,0,0,2013,Autumn
532,9/19/2013,902,"[5.88,6.12)",1,5,,,18.99,,,0.236,,,8.6,,,11.5,,,2,,,100.9,,,9.35,,,2013,Autumn
532,9/19/2013,902,"[6.12,6.38)",3,6,0.108,0.017,18.99,0,0,0.236,0.001,0.004,8.6,0,0,10.667,1.097,0.103,8.7,4.48,0.515,100.8,0,0,9.35,0,0,2013,Autumn
532,9/19/2013,902,"[6.38,6.62)",1,6,,,18.99,,,0.235,,,8.6,,,15.7,,,7.2,,,100.8,,,9.35,,,2013,Autumn
532,9/19/2013,902,"[6.62,6.88)",3,6,0.065,0.01,18.983,0.006,0,0.236,0.001,0.004,8.6,0,0,10.6,0.721,0.068,6.6,1.453,0.22,100.8,0,0,9.347,0.006,0.001,2013,Autumn
532,9/19/2013,902,"[6.88,7.12)",3,7,0.073,0.01,18.987,0.006,0,0.236,0,0,8.6,0,0,10.7,0.656,0.061,4.767,1.601,0.336,100.733,0.058,0.001,9.343,0.006,0.001,2013,Autumn
532,9/19/2013,902,"[7.12,7.38)",1,7,,,18.99,,,0.235,,,8.6,,,11.3,,,12.1,,,100.7,,,9.34,,,2013,Autumn
532,9/19/2013,902,"[7.38,7.62)",2,7,0.077,0.01,18.99,0,0,0.236,0.001,0.004,8.6,0,0,11.4,1.273,0.112,11.05,3.606,0.326,100.7,0,0,9.335,0.007,0.001,2013,Autumn
532,9/19/2013,902,"[7.62,7.88)",2,7,0.062,0.008,18.99,0,0,0.236,0.001,0.004,8.6,0,0,12.75,4.313,0.338,5.45,3.041,0.558,100.7,0,0,9.335,0.007,0.001,2013,Autumn
532,9/19/2013,902,"[7.88,8.12)",3,7,0.108,0.014,18.987,0.006,0,0.235,0,0,8.6,0,0,10.9,1.253,0.115,5.267,0.651,0.124,100.7,0,0,9.34,0,0,2013,Autumn
532,9/19/2013,902,"[8.12,8.38)",2,8,0.023,0.003,18.99,0,0,0.235,0,0,8.6,0,0,10.35,0.636,0.061,3.2,0.283,0.088,100.7,0,0,9.34,0,0,2013,Autumn
532,9/19/2013,902,"[8.38,8.62)",4,8,0.068,0.008,18.983,0.005,0,0.236,0.001,0.004,8.6,0,0,10.5,0.469,0.045,3.7,2.168,0.586,100.7,0,0,9.338,0.005,0.001,2013,Autumn
532,9/19/2013,902,"[8.62,8.88)",1,8,,,18.99,,,0.235,,,8.6,,,15.6,,,7.1,,,100.6,,,9.33,,,2013,Autumn
532,9/19/2013,902,"[8.88,9.12)",1,9,,,18.99,,,0.235,,,8.6,,,10.1,,,7,,,100.6,,,9.33,,,2013,Autumn
532,9/19/2013,902,"[9.12,9.38)",3,9,0.101,0.011,18.99,0,0,0.236,0.001,0.004,8.6,0,0,11.067,1.305,0.118,3.7,0.781,0.211,100.5,0,0,9.32,0,0,2013,Autumn
532,9/19/2013,902,"[9.38,9.62)",3,9,0.038,0.004,18.99,0,0,0.235,0.001,0.004,8.6,0,0,10.467,1.012,0.097,4.833,3.564,0.737,100.467,0.058,0.001,9.32,0,0,2013,Autumn
532,9/19/2013,902,"[9.62,9.88)",1,9,,,18.99,,,0.236,,,8.6,,,10.3,,,8.2,,,100.6,,,9.33,,,2013,Autumn
532,9/19/2013,902,"[9.88,10.1)",12,1,0.063,0.006,18.983,0.005,0,0.235,0.001,0.004,8.6,0,0,10.833,1.085,0.1,5.508,2.622,0.476,100.633,0.049,0,9.333,0.005,0.001,2013,Autumn
532,9/19/2013,902,"[10.1,10.4)",7,1,0.075,0.007,18.981,0.004,0,0.235,0,0,8.6,0,0,12.329,2.638,0.214,5.1,2.715,0.532,100.686,0.09,0.001,9.339,0.009,0.001,2013,Autumn
532,9/19/2013,902,"[10.4,10.6)",1,1,,,18.98,,,0.235,,,8.6,,,10.2,,,8.9,,,100.7,,,9.34,,,2013,Autumn
532,9/19/2013,902,"[10.6,10.9)",3,1,0.074,0.007,18.98,0,0,0.236,0.001,0.004,8.6,0,0,11.267,0.208,0.018,6.333,1.007,0.159,100.733,0.058,0.001,9.347,0.006,0.001,2013,Autumn
532,9/19/2013,902,"[10.9,11.1)",1,1,,,18.98,,,0.235,,,8.6,,,10.3,,,4.8,,,100.7,,,9.34,,,2013,Autumn
532,9/19/2013,902,"[11.1,11.4)",2,1,0.028,0.002,18.98,0,0,0.236,0.001,0.004,8.6,0,0,12.1,1.414,0.117,6.25,2.051,0.328,100.65,0.071,0.001,9.335,0.007,0.001,2013,Autumn
533,9/18/2013,1115,"[0.125,0.375)",26,0,0.037,0.224,18.108,0.742,0.041,0.049,0.083,1.694,8.317,0.057,0.007,20.446,22.237,1.088,10.754,42.345,3.938,92.946,4.622,0.05,8.78,0.413,0.047,2013,Autumn
533,9/18/2013,1115,"[0.375,0.625)",31,0,0.062,0.114,19.164,0.331,0.017,0.217,0.005,0.023,8.361,0.024,0.003,37.4,0.849,0.023,1.732,0.369,0.213,85.065,0.478,0.006,7.861,0.097,0.012,2013,Autumn
533,9/18/2013,1115,"[0.625,0.875)",9,0,0.088,0.126,19.24,0.213,0.011,0.216,0.005,0.023,8.37,0.026,0.003,37.289,0.801,0.021,1.678,0.353,0.21,84.944,0.394,0.005,7.838,0.069,0.009,2013,Autumn
533,9/18/2013,1115,"[0.875,1.12)",5,0,0.085,0.087,19.018,0.198,0.01,0.222,0.005,0.023,8.388,0.016,0.002,31.78,14.488,0.456,1.88,0.602,0.32,87.24,4.188,0.048,8.088,0.403,0.05,2013,Autumn
533,9/18/2013,1115,"[1.12,1.38)",2,1,0.028,0.021,19.15,0.297,0.016,0.218,0.008,0.037,8.395,0.007,0.001,37.8,1.273,0.034,1.9,0.566,0.298,85.15,0.636,0.007,7.875,0.106,0.013,2013,Autumn
533,9/18/2013,1115,"[1.38,1.62)",2,1,0.018,0.012,19.15,0.297,0.016,0.218,0.008,0.037,8.4,0.014,0.002,37.8,1.273,0.034,1.9,0.566,0.298,85.15,0.636,0.007,7.875,0.106,0.013,2013,Autumn
533,9/18/2013,1115,"[1.62,1.88)",3,1,0.057,0.033,19.077,0.254,0.013,0.22,0.006,0.027,8.407,0.006,0.001,38.1,1.039,0.027,2.033,0.462,0.227,85.3,0.52,0.006,7.9,0.087,0.011,2013,Autumn
533,9/18/2013,1115,"[1.88,2.12)",5,1,0.057,0.029,18.998,0.192,0.01,0.222,0.005,0.023,8.402,0.03,0.004,31.88,14.265,0.447,1.58,1.213,0.768,87.18,4.055,0.047,8.084,0.389,0.048,2013,Autumn
533,9/18/2013,1115,"[2.12,2.38)",2,2,0.115,0.051,19.13,0.297,0.016,0.218,0.008,0.037,8.41,0.014,0.002,37.8,1.273,0.034,1.9,0.566,0.298,85.15,0.636,0.007,7.875,0.106,0.013,2013,Autumn
533,9/18/2013,1115,"[2.38,2.62)",7,2,0.073,0.03,19.033,0.21,0.011,0.221,0.005,0.023,8.417,0.01,0.001,24.5,16.606,0.678,1.586,0.689,0.434,89.143,6.678,0.075,8.261,0.638,0.077,2013,Autumn
533,9/18/2013,1115,"[2.62,2.88)",3,2,0.035,0.013,19.02,0.254,0.013,0.22,0.007,0.032,8.393,0.047,0.006,16.5,17.674,1.071,2.4,1.229,0.512,92.567,7.158,0.077,8.58,0.704,0.082,2013,Autumn
533,9/18/2013,1115,"[2.88,3.12)",4,3,0.081,0.027,18.992,0.152,0.008,0.222,0.006,0.027,8.425,0.006,0.001,14.3,15.076,1.054,1.775,1.58,0.89,95.35,6.967,0.073,8.842,0.675,0.076,2013,Autumn
533,9/18/2013,1115,"[3.12,3.38)",3,3,0.084,0.026,19.06,0.132,0.007,0.216,0.007,0.032,8.43,0,0,26.667,17.551,0.658,1.7,0.346,0.204,89.567,7.996,0.089,8.297,0.765,0.092,2013,Autumn
533,9/18/2013,1115,"[3.38,3.62)",4,3,0.056,0.016,18.957,0.075,0.004,0.222,0.006,0.027,8.43,0,0,14.175,15.099,1.065,2.625,1.615,0.615,95.35,6.9,0.072,8.845,0.65,0.073,2013,Autumn
533,9/18/2013,1115,"[3.62,3.88)",3,3,0.107,0.029,18.917,0.145,0.008,0.221,0.006,0.027,8.403,0.055,0.007,16.567,17.524,1.058,0.867,2.706,3.121,92.567,6.933,0.075,8.593,0.656,0.076,2013,Autumn
533,9/18/2013,1115,"[3.88,4.12)",2,3,0.099,0.025,18.98,0.085,0.004,0.218,0.008,0.037,8.435,0.007,0.001,21.7,21.355,0.984,1.3,0.283,0.218,91.95,9.687,0.105,8.525,0.912,0.107,2013,Autumn
533,9/18/2013,1115,"[4.12,4.38)",6,4,0.068,0.016,18.983,0.061,0.003,0.217,0.006,0.028,8.442,0.01,0.001,12.217,12.083,0.989,3.15,2.089,0.663,94.65,7.419,0.078,8.78,0.695,0.079,2013,Autumn
533,9/18/2013,1115,"[4.38,4.62)",6,4,0.081,0.018,18.917,0.134,0.007,0.219,0.006,0.027,8.418,0.045,0.005,11.667,12.315,1.056,2.267,2.312,1.02,95.967,5.832,0.061,8.912,0.54,0.061,2013,Autumn
533,9/18/2013,1115,"[4.62,4.88)",5,4,0.068,0.014,18.93,0.074,0.004,0.22,0.006,0.027,8.436,0.013,0.002,7.04,0.477,0.068,3.18,2.168,0.682,99.12,0.531,0.005,9.206,0.036,0.004,2013,Autumn
533,9/18/2013,1115,"[4.88,5.12)",2,5,0.08,0.016,18.845,0.007,0,0.225,0,0,8.425,0.007,0.001,6.8,0.141,0.021,0.55,0.778,1.415,98.65,0.071,0.001,9.175,0.007,0.001,2013,Autumn
533,9/18/2013,1115,"[5.12,5.38)",6,5,0.068,0.013,18.825,0.165,0.009,0.222,0.007,0.032,8.418,0.045,0.005,7.083,0.941,0.133,1.75,2.35,1.343,97.967,2.392,0.024,9.115,0.196,0.022,2013,Autumn
533,9/18/2013,1115,"[5.38,5.62)",3,5,0.083,0.015,18.903,0.167,0.009,0.219,0.009,0.041,8.433,0.012,0.001,6.867,0.153,0.022,0.233,1.193,5.12,99.067,0.666,0.007,9.2,0.035,0.004,2013,Autumn
533,9/18/2013,1115,"[5.62,5.88)",4,5,0.038,0.007,18.715,0.191,0.01,0.226,0.008,0.035,8.428,0.01,0.001,7.6,0.469,0.062,5.15,3.209,0.623,98.5,0.606,0.006,9.185,0.017,0.002,2013,Autumn
533,9/18/2013,1115,"[5.88,6.12)",4,6,0.092,0.015,18.755,0.284,0.015,0.221,0.01,0.045,8.405,0.057,0.007,7.525,1.024,0.136,0.35,3.258,9.309,97.375,2.964,0.03,9.07,0.234,0.026,2013,Autumn
533,9/18/2013,1115,"[6.12,6.38)",3,6,0.066,0.011,18.723,0.231,0.012,0.225,0.009,0.04,8.423,0.015,0.002,7.3,0.4,0.055,3.567,1.795,0.503,98.267,0.551,0.006,9.163,0.015,0.002,2013,Autumn
533,9/18/2013,1115,"[6.38,6.62)",4,6,0.074,0.011,18.67,0.213,0.011,0.226,0.008,0.035,8.418,0.015,0.002,8.55,1.24,0.145,3.975,1.938,0.488,98.075,0.556,0.006,9.152,0.013,0.001,2013,Autumn
533,9/18/2013,1115,"[6.62,6.88)",3,6,0.041,0.006,18.847,0.248,0.013,0.219,0.01,0.046,8.427,0.023,0.003,7.833,1.002,0.128,6.3,6.673,1.059,98.4,0.608,0.006,9.15,0.01,0.001,2013,Autumn
533,9/18/2013,1115,"[6.88,7.12)",5,6,0.07,0.01,18.596,0.232,0.012,0.227,0.008,0.035,8.39,0.048,0.006,7.12,0.415,0.058,2.04,1.664,0.816,96.76,2.257,0.023,9.044,0.181,0.02,2013,Autumn
533,9/18/2013,1115,"[7.12,7.38)",3,7,0.059,0.008,18.663,0.283,0.015,0.225,0.01,0.044,8.41,0.017,0.002,7.7,0.7,0.091,2.433,1.662,0.683,97.6,0.693,0.007,9.113,0.015,0.002,2013,Autumn
533,9/18/2013,1115,"[7.38,7.62)",4,7,0.077,0.01,18.582,0.265,0.014,0.227,0.009,0.04,8.408,0.022,0.003,8.35,2.044,0.245,4.825,3.032,0.628,97.3,0.744,0.008,9.095,0.021,0.002,2013,Autumn
533,9/18/2013,1115,"[7.62,7.88)",5,7,0.071,0.009,18.642,0.309,0.017,0.225,0.011,0.049,8.406,0.022,0.003,8.06,0.541,0.067,1.76,4.065,2.31,97.16,0.907,0.009,9.07,0.029,0.003,2013,Autumn
533,9/18/2013,1115,"[7.88,8.12)",4,8,0.088,0.011,18.372,0.036,0.002,0.233,0,0,8.37,0.04,0.005,8.475,2.037,0.24,3.6,2.825,0.785,95.35,1.702,0.018,8.955,0.15,0.017,2013,Autumn
533,9/18/2013,1115,"[8.12,8.38)",4,8,0.104,0.013,18.677,0.349,0.019,0.223,0.012,0.054,8.405,0.029,0.003,7.5,0.374,0.05,0.7,0.535,0.764,96.875,1.13,0.012,9.043,0.039,0.004,2013,Autumn
533,9/18/2013,1115,"[8.38,8.62)",3,8,0.042,0.005,18.577,0.349,0.019,0.226,0.012,0.053,8.397,0.029,0.003,8.367,2.369,0.283,1.633,3.371,2.064,96.467,1.069,0.011,9.02,0.036,0.004,2013,Autumn
533,9/18/2013,1115,"[8.62,8.88)",4,8,0.062,0.007,18.497,0.318,0.017,0.228,0.01,0.044,8.373,0.049,0.006,7.725,0.954,0.123,1.875,2.728,1.455,95.425,1.931,0.02,8.935,0.135,0.015,2013,Autumn
533,9/18/2013,1115,"[8.88,9.12)",4,8,0.055,0.006,18.67,0.346,0.019,0.223,0.011,0.049,8.4,0.035,0.004,7.875,0.991,0.126,6.15,7.546,1.227,96.525,1.069,0.011,9.008,0.038,0.004,2013,Autumn
533,9/18/2013,1115,"[9.12,9.38)",4,9,0.104,0.011,18.51,0.307,0.017,0.228,0.01,0.044,8.377,0.035,0.004,7.7,0.902,0.117,3.85,0.998,0.259,95.9,1.003,0.01,8.98,0.041,0.005,2013,Autumn
533,9/18/2013,1115,"[9.38,9.62)",4,9,0.053,0.006,18.635,0.388,0.021,0.224,0.013,0.058,8.38,0.063,0.008,8.4,0.86,0.102,2.5,4.18,1.672,95.675,2.136,0.022,8.938,0.135,0.015,2013,Autumn
533,9/18/2013,1115,"[9.62,9.88)",5,9,0.074,0.008,18.57,0.365,0.02,0.227,0.012,0.053,8.384,0.042,0.005,8.8,1.386,0.157,2.44,1.75,0.717,95.94,1.152,0.012,8.97,0.042,0.005,2013,Autumn
533,9/18/2013,1115,"[9.88,10.1)",2,1,0.095,0.009,18.28,0,0,0.236,0.001,0.004,8.34,0,0,8.4,1.131,0.135,6.15,3.323,0.54,94.85,0.071,0.001,8.925,0.007,0.001,2013,Autumn
533,9/18/2013,1115,"[10.1,10.4)",5,1,0.075,0.007,18.546,0.387,0.021,0.228,0.013,0.057,8.368,0.059,0.007,8.34,0.541,0.065,3.5,2.429,0.694,95.24,1.794,0.019,8.91,0.106,0.012,2013,Autumn
533,9/18/2013,1115,"[10.4,10.6)",15,1,0.063,0.006,18.307,0.183,0.01,0.236,0.006,0.025,8.327,0.03,0.004,9.227,1.914,0.207,3.447,2.74,0.795,93.753,0.995,0.011,8.814,0.066,0.007,2013,Autumn
