serial,species,life_stage,NperHA,KgperHA,year,season
116,Emerald Shiner,YAO,2.62,0.01,2015,Spring
116,Freshwater Drum,YAO,9.17,3.07,2015,Spring
116,Rainbow Smelt,YAO,2.62,0.01,2015,Spring
116,Rock Bass,YAO,1.31,0.32,2015,Spring
116,Round Goby,ALL,1.31,0.01,2015,Spring
116,Trout Perch,YAO,2.62,0.01,2015,Spring
116,Walleye,Age_1,22.26,1.34,2015,Spring
116,Walleye,Age_2+,2.62,1.11,2015,Spring
116,White Bass,Age_2+,2.62,0.66,2015,Spring
116,White Perch,Age_1,9.36,0.15,2015,Spring
116,White Perch,Age_2+,29.96,4.47,2015,Spring
116,White Sucker,YAO,1.31,0.24,2015,Spring
116,Yellow Perch,Age_1,158.49,2.1,2015,Spring
116,Yellow Perch,Age_2+,20.94,1.08,2015,Spring
117,Channel Catfish,YAO,4.02,2.27,2015,Spring
117,Emerald Shiner,YAO,1.34,0,2015,Spring
117,Freshwater Drum,YAO,14.73,14.35,2015,Spring
117,Quillback,ALL,2.68,3.11,2015,Spring
117,Rainbow Smelt,YAO,17.31,0.09,2015,Spring
117,Round Goby,ALL,4.02,0.01,2015,Spring
117,Trout Perch,YAO,1.34,0.01,2015,Spring
117,Walleye,Age_1,9.37,0.55,2015,Spring
117,White Bass,Age_2+,12.77,4.54,2015,Spring
117,White Perch,Age_1,23.85,0.31,2015,Spring
117,White Perch,Age_2+,40.44,8.04,2015,Spring
117,White Sucker,YAO,5.36,2.89,2015,Spring
117,Yellow Perch,Age_1,408.35,6.06,2015,Spring
117,Yellow Perch,Age_2+,111.09,5.97,2015,Spring
118,Freshwater Drum,YAO,39.19,45.64,2015,Spring
118,Rainbow Smelt,YAO,1.4,0,2015,Spring
118,Walleye,Age_2+,5.61,8.56,2015,Spring
118,White Perch,Age_2+,1.4,0.14,2015,Spring
118,Yellow Perch,Age_1,3086.31,38.89,2015,Spring
118,Yellow Perch,Age_2+,147.1,7.66,2015,Spring
119,Channel Catfish,YAO,1.36,0.46,2015,Spring
119,Emerald Shiner,YAO,9.49,0.04,2015,Spring
119,Freshwater Drum,YAO,56.69,25.53,2015,Spring
119,Lake Sturgeon,ALL,1.36,5.55,2015,Spring
119,Rainbow Smelt,YAO,6.78,0.04,2015,Spring
119,Rock Bass,YAO,2.65,0.09,2015,Spring
119,Trout Perch,YAO,12.13,0.09,2015,Spring
119,Walleye,Age_1,59.78,3.77,2015,Spring
119,Walleye,Age_2+,9.35,8.62,2015,Spring
119,White Bass,Age_2+,9.95,3.5,2015,Spring
119,White Perch,Age_1,1.36,0.01,2015,Spring
119,White Perch,Age_2+,53.74,10.65,2015,Spring
119,White Sucker,YAO,10.85,7.68,2015,Spring
119,Yellow Perch,Age_1,30.56,0.47,2015,Spring
119,Yellow Perch,Age_2+,45.36,2.49,2015,Spring
120,Brown Bullhead,YAO,1.17,0.87,2015,Spring
120,Channel Catfish,YAO,5.85,5.33,2015,Spring
120,Common Carp,YAO,2.34,17.18,2015,Spring
120,Emerald Shiner,YAO,102.82,0.34,2015,Spring
120,Freshwater Drum,YAO,87.27,98.46,2015,Spring
120,Round Goby,ALL,17.3,0.04,2015,Spring
120,Shorthead Redhorse,YAO,1.17,1.03,2015,Spring
120,Trout Perch,YAO,1.17,0.01,2015,Spring
120,Walleye,Age_2+,1.17,0.48,2015,Spring
120,White Bass,Age_2+,2.34,0.77,2015,Spring
120,White Perch,Age_2+,1.17,0.19,2015,Spring
120,Yellow Perch,Age_1,2.96,0.06,2015,Spring
120,Yellow Perch,Age_2+,2.89,0.13,2015,Spring
121,Channel Catfish,YAO,1.34,0.71,2015,Spring
121,Freshwater Drum,YAO,161.65,178.49,2015,Spring
121,Quillback,ALL,1.34,1.75,2015,Spring
121,Round Goby,ALL,23.73,0.08,2015,Spring
121,Trout Perch,YAO,2.69,0.02,2015,Spring
121,Walleye,Age_1,13.45,0.92,2015,Spring
121,Walleye,Age_2+,1.34,0.61,2015,Spring
121,White Bass,Age_2+,6.72,1.95,2015,Spring
121,White Perch,Age_2+,15.86,2.6,2015,Spring
121,White Sucker,YAO,2.69,2.49,2015,Spring
121,Yellow Perch,Age_1,29.58,0.71,2015,Spring
121,Yellow Perch,Age_2+,21.51,1.75,2015,Spring
122,Channel Catfish,YAO,4.31,2.01,2015,Spring
122,Freshwater Drum,YAO,152.59,151.99,2015,Spring
122,Quillback,ALL,1.44,2.88,2015,Spring
122,Rainbow Smelt,YAO,1.44,0.01,2015,Spring
122,Rock Bass,YAO,1.44,0.28,2015,Spring
122,Round Goby,ALL,1.44,0.01,2015,Spring
122,Shorthead Redhorse,YAO,1.44,1.52,2015,Spring
122,Walleye,Age_1,48.82,1.28,2015,Spring
122,White Bass,Age_2+,1.44,0.41,2015,Spring
122,White Perch,Age_1,50.19,0.52,2015,Spring
122,White Perch,Age_2+,125.83,17.4,2015,Spring
122,White Sucker,YAO,1.44,1.51,2015,Spring
122,Yellow Perch,Age_1,41.65,0.54,2015,Spring
122,Yellow Perch,Age_2+,53.12,4.27,2015,Spring
123,Channel Catfish,YAO,1.32,0.76,2015,Spring
123,Emerald Shiner,YAO,9.22,0.04,2015,Spring
123,Freshwater Drum,YAO,9.22,13.28,2015,Spring
123,Round Goby,ALL,7.9,0.02,2015,Spring
123,Trout Perch,YAO,1.32,0.01,2015,Spring
123,Walleye,Age_1,5.27,0.33,2015,Spring
123,Walleye,Age_2+,2.63,1.16,2015,Spring
123,White Bass,Age_2+,1.32,0.35,2015,Spring
123,White Perch,Age_1,1.32,0.02,2015,Spring
123,Yellow Perch,Age_1,1292.88,14.9,2015,Spring
123,Yellow Perch,Age_2+,135.64,5.53,2015,Spring
124,Channel Catfish,YAO,4.03,2.55,2015,Spring
124,Common Carp,YAO,1.36,7.54,2015,Spring
124,Emerald Shiner,YAO,42.24,0.17,2015,Spring
124,Freshwater Drum,YAO,43.11,27.87,2015,Spring
124,Rainbow Smelt,YAO,6.81,0.04,2015,Spring
124,Spottail Shiner,YAO,1.36,0,2015,Spring
124,Trout Perch,YAO,19.2,0.25,2015,Spring
124,Walleye,Age_1,14.99,0.92,2015,Spring
124,Walleye,Age_2+,2.73,4.79,2015,Spring
124,White Bass,Age_2+,2.73,0.87,2015,Spring
124,White Perch,Age_1,1.36,0.01,2015,Spring
124,White Perch,Age_2+,13.63,2.38,2015,Spring
124,White Sucker,YAO,2.71,0.71,2015,Spring
124,Yellow Perch,Age_1,63.02,0.75,2015,Spring
124,Yellow Perch,Age_2+,36.46,2.01,2015,Spring
125,Channel Catfish,YAO,2.41,1.13,2015,Spring
125,Emerald Shiner,YAO,968.58,3.49,2015,Spring
125,Freshwater Drum,YAO,34.11,23.82,2015,Spring
125,Rainbow Smelt,YAO,192.11,1.02,2015,Spring
125,Round Goby,ALL,1.2,0,2015,Spring
125,Trout Perch,YAO,1.2,0.01,2015,Spring
125,Walleye,Age_1,6.02,0.44,2015,Spring
125,White Bass,Age_2+,2.41,0.65,2015,Spring
125,White Perch,Age_1,3.62,0.03,2015,Spring
125,White Perch,Age_2+,6.02,1.98,2015,Spring
125,White Sucker,YAO,4.76,2.12,2015,Spring
125,Yellow Perch,Age_1,8.43,0.1,2015,Spring
125,Yellow Perch,Age_2+,9.65,0.71,2015,Spring
126,Channel Catfish,YAO,7.92,5,2015,Spring
126,Freshwater Drum,YAO,336.5,185.66,2015,Spring
126,Rainbow Smelt,YAO,1.32,0,2015,Spring
126,Shorthead Redhorse,YAO,1.32,1.18,2015,Spring
126,Walleye,Age_1,2.8,0.27,2015,Spring
126,Walleye,Age_2+,2.48,1.56,2015,Spring
126,White Bass,Age_2+,3.96,1.08,2015,Spring
126,White Perch,Age_1,2.64,0.03,2015,Spring
126,White Perch,Age_2+,15.83,3.14,2015,Spring
126,White Sucker,YAO,1.32,1.04,2015,Spring
126,Yellow Perch,Age_1,5.76,0.1,2015,Spring
126,Yellow Perch,Age_2+,7.43,0.43,2015,Spring
127,Channel Catfish,YAO,1.54,2.84,2015,Spring
127,Freshwater Drum,YAO,56.75,117.75,2015,Spring
127,Round Goby,ALL,3.09,0.02,2015,Spring
127,Walleye,Age_1,7.72,0.58,2015,Spring
127,White Bass,Age_2+,8.69,3.63,2015,Spring
127,White Perch,Age_2+,3.08,0.26,2015,Spring
127,White Sucker,YAO,9.27,8.99,2015,Spring
127,Yellow Perch,Age_1,473.43,6.53,2015,Spring
127,Yellow Perch,Age_2+,199.94,10.43,2015,Spring
128,Freshwater Drum,YAO,44.56,37.2,2015,Spring
128,Rainbow Smelt,YAO,8.75,0.06,2015,Spring
128,Trout Perch,YAO,5.79,0.06,2015,Spring
128,Walleye,Age_1,1.46,0.07,2015,Spring
128,Walleye,Age_2+,5.83,4.07,2015,Spring
128,White Bass,Age_2+,13.68,4.93,2015,Spring
128,White Perch,Age_2+,13.12,2.21,2015,Spring
128,White Sucker,YAO,5.83,1.69,2015,Spring
128,Yellow Perch,Age_1,90.38,1.05,2015,Spring
128,Yellow Perch,Age_2+,64.14,3.05,2015,Spring
129,Channel Catfish,YAO,5.97,2.58,2015,Spring
129,Emerald Shiner,YAO,13.39,0.02,2015,Spring
129,Freshwater Drum,YAO,13633.71,14.18,2015,Spring
129,Quillback,ALL,1.13,2.37,2015,Spring
129,Rainbow Smelt,YAO,234.02,1.03,2015,Spring
129,Round Goby,ALL,6.79,0.05,2015,Spring
129,Walleye,Age_1,6.37,0.38,2015,Spring
129,Walleye,YOY,1.66,0.1,2015,Spring
129,White Perch,Age_1,3.79,0.07,2015,Spring
129,White Perch,Age_2+,17.64,2.81,2015,Spring
129,White Perch,YOY,0.63,0.01,2015,Spring
129,White Sucker,YAO,1.13,0.28,2015,Spring
129,Yellow Perch,Age_1,8.46,0.1,2015,Spring
129,Yellow Perch,Age_2+,6.22,0.47,2015,Spring
130,Emerald Shiner,YAO,16,0.09,2015,Spring
130,Freshwater Drum,YAO,37.6,23.01,2015,Spring
130,Rainbow Smelt,YAO,418.39,2.43,2015,Spring
130,Walleye,Age_1,16.72,1.48,2015,Spring
130,White Bass,Age_2+,12.39,4.24,2015,Spring
130,White Perch,Age_2+,16.02,2.74,2015,Spring
130,White Sucker,YAO,5.65,4.46,2015,Spring
130,Yellow Perch,Age_1,4.49,0.06,2015,Spring
130,Yellow Perch,Age_2+,10.29,0.56,2015,Spring
131,Channel Catfish,YAO,2.79,1.61,2015,Spring
131,Emerald Shiner,YAO,1.39,0.01,2015,Spring
131,Freshwater Drum,YAO,62.58,41.64,2015,Spring
131,Rainbow Smelt,YAO,786.98,4.25,2015,Spring
131,Trout Perch,YAO,1.39,0.01,2015,Spring
131,Walleye,Age_1,19.51,1.93,2015,Spring
131,Walleye,Age_2+,1.39,0.6,2015,Spring
131,White Bass,Age_2+,1.39,0.44,2015,Spring
131,White Perch,Age_2+,29.22,5.88,2015,Spring
131,White Sucker,YAO,1.39,1.95,2015,Spring
131,Yellow Perch,Age_1,27.87,0.36,2015,Spring
131,Yellow Perch,Age_2+,19.5,1.96,2015,Spring
132,Emerald Shiner,YAO,1.47,0.01,2015,Spring
132,Freshwater Drum,YAO,64.8,46.48,2015,Spring
132,Quillback,ALL,8.79,20.77,2015,Spring
132,Round Goby,ALL,11.18,0.09,2015,Spring
132,Shorthead Redhorse,YAO,1.47,1.35,2015,Spring
132,Walleye,Age_1,2,0.11,2015,Spring
132,Walleye,Age_2+,4.51,4.33,2015,Spring
132,Walleye,YOY,0.83,0.05,2015,Spring
132,White Bass,Age_2+,111.55,41.54,2015,Spring
132,White Sucker,YAO,5.87,5.42,2015,Spring
132,Yellow Perch,Age_1,77.83,0.79,2015,Spring
132,Yellow Perch,Age_2+,1.43,0.32,2015,Spring
133,Channel Catfish,YAO,1.44,1.27,2015,Spring
133,Freshwater Drum,YAO,48.85,43.55,2015,Spring
133,Round Goby,ALL,11.24,0.04,2015,Spring
133,Trout Perch,YAO,2.88,0.02,2015,Spring
133,Walleye,Age_1,21.67,1.21,2015,Spring
133,White Perch,Age_2+,26.04,3.72,2015,Spring
133,White Sucker,YAO,5.78,3.65,2015,Spring
133,Yellow Perch,Age_1,4.41,0.05,2015,Spring
133,Yellow Perch,Age_2+,20.15,1.14,2015,Spring
134,Emerald Shiner,YAO,2.93,0.02,2015,Spring
134,Freshwater Drum,YAO,64.15,26.91,2015,Spring
134,Rainbow Smelt,YAO,343.98,2.06,2015,Spring
134,Walleye,Age_1,20.49,1.5,2015,Spring
134,Walleye,Age_2+,1.47,1.45,2015,Spring
134,White Bass,Age_2+,2.93,1.15,2015,Spring
134,White Perch,Age_2+,1.46,0.36,2015,Spring
134,White Sucker,YAO,2.93,1.91,2015,Spring
134,Yellow Perch,Age_1,1.49,0.02,2015,Spring
134,Yellow Perch,Age_2+,13.15,0.75,2015,Spring
135,Freshwater Drum,YAO,14.43,7.37,2015,Spring
135,Rainbow Smelt,YAO,15238.57,53.34,2015,Spring
135,Rainbow Smelt,YOY,0.68,0,2015,Spring
135,Round Goby,ALL,11.01,0.06,2015,Spring
135,Trout Perch,YAO,1.23,0.02,2015,Spring
135,Walleye,Age_1,3.7,0.27,2015,Spring
135,White Perch,Age_2+,10.27,1.05,2015,Spring
135,Yellow Perch,Age_1,14.64,0.17,2015,Spring
135,Yellow Perch,Age_2+,8.78,0.84,2015,Spring
136,Freshwater Drum,YAO,14.26,7.08,2015,Spring
136,Rainbow Smelt,YAO,5855.05,32.79,2015,Spring
136,Walleye,Age_1,9.1,0.64,2015,Spring
136,Walleye,Age_2+,2.6,2.47,2015,Spring
136,White Bass,Age_2+,2.6,0.75,2015,Spring
136,White Perch,Age_1,1.3,0.02,2015,Spring
136,White Perch,Age_2+,26.36,3.92,2015,Spring
136,White Sucker,YAO,10.4,9.47,2015,Spring
136,Yellow Perch,Age_1,85.81,0.99,2015,Spring
136,Yellow Perch,Age_2+,29.9,2.68,2015,Spring
137,Freshwater Drum,YAO,10.26,7.92,2015,Spring
137,Rainbow Smelt,YAO,2.56,0.01,2015,Spring
137,Walleye,Age_1,1.28,0.09,2015,Spring
137,White Perch,Age_2+,1.28,0.28,2015,Spring
138,Channel Catfish,YAO,1.3,1.03,2015,Spring
138,Freshwater Drum,YAO,79.05,27.92,2015,Spring
138,Rainbow Smelt,YAO,368.18,2.28,2015,Spring
138,Round Goby,ALL,2.61,0.02,2015,Spring
138,Trout Perch,YAO,1.3,0.02,2015,Spring
138,Walleye,Age_1,13.04,1.53,2015,Spring
138,White Bass,Age_2+,8.32,3.19,2015,Spring
138,White Perch,Age_1,3.89,0.06,2015,Spring
138,White Perch,Age_2+,334.69,4.37,2015,Spring
138,White Sucker,YAO,5.22,2.93,2015,Spring
138,Yellow Perch,Age_1,13.04,0.14,2015,Spring
138,Yellow Perch,Age_2+,10.44,0.76,2015,Spring
139,Freshwater Drum,YAO,10.63,5.12,2015,Spring
139,Round Goby,ALL,15.55,0.02,2015,Spring
139,Walleye,Age_2+,1.24,3.71,2015,Spring
139,White Bass,Age_2+,2.49,0.8,2015,Spring
139,White Perch,Age_2+,2.49,0.32,2015,Spring
139,Yellow Perch,Age_1,19.9,0.14,2015,Spring
139,Yellow Perch,Age_2+,6.22,0.52,2015,Spring
140,Emerald Shiner,YAO,1.26,0,2015,Spring
140,Freshwater Drum,YAO,1.26,1.03,2015,Spring
140,Round Goby,ALL,2.53,0.02,2015,Spring
140,Walleye,Age_2+,1.26,1.67,2015,Spring
140,White Perch,Age_2+,1.26,0.53,2015,Spring
140,Yellow Perch,Age_1,22.11,0.21,2015,Spring
140,Yellow Perch,Age_2+,1.87,0.04,2015,Spring
141,Channel Catfish,YAO,2.77,0.68,2015,Spring
141,Emerald Shiner,YAO,5.53,0.02,2015,Spring
141,Freshwater Drum,YAO,34.76,10.44,2015,Spring
141,Lake Whitefish,YOY,1.38,0,2015,Spring
141,Rainbow Smelt,YAO,584.64,2.81,2015,Spring
141,Round Goby,ALL,254.42,1.07,2015,Spring
141,Trout Perch,YAO,1.38,0.03,2015,Spring
141,Walleye,Age_1,17.99,1.28,2015,Spring
141,Walleye,Age_2+,2.77,0.97,2015,Spring
141,White Bass,Age_2+,1.38,0.59,2015,Spring
141,White Perch,Age_1,9.06,0.1,2015,Spring
141,White Perch,Age_2+,85.36,11.33,2015,Spring
141,White Sucker,YAO,11.07,6,2015,Spring
141,Yellow Perch,Age_1,13.03,0.12,2015,Spring
141,Yellow Perch,Age_2+,11.35,0.75,2015,Spring
501,Channel Catfish,YAO,1.841120044,0.498943532,2015,Autumn
501,Channel Catfish,YOY,0,0,2015,Autumn
501,Emerald Shiner,Age_1,0,0,2015,Autumn
501,Emerald Shiner,Age_2+,0,0,2015,Autumn
501,Emerald Shiner,ALL,0,0,2015,Autumn
501,Emerald Shiner,YAO,0.63926663,0.001853873,2015,Autumn
501,Emerald Shiner,YOY,8.566333588,0.024842367,2015,Autumn
501,Gizzard Shad,Age_1,0,0,2015,Autumn
501,Gizzard Shad,Age_2+,0,0,2015,Autumn
501,Gizzard Shad,ALL,0,0,2015,Autumn
501,Gizzard Shad,YAO,0.47359607,0.01686002,2015,Autumn
501,Gizzard Shad,YOY,1720.613325,13.34138646,2015,Autumn
501,Rainbow Smelt,Age_1,0,0,2015,Autumn
501,Rainbow Smelt,Age_2+,0,0,2015,Autumn
501,Rainbow Smelt,ALL,0,0,2015,Autumn
501,Rainbow Smelt,YAO,0,0,2015,Autumn
501,Rainbow Smelt,YOY,22.09344052,0.00828504,2015,Autumn
501,Rock Bass,Age_1,0,0,2015,Autumn
501,Rock Bass,Age_2+,0,0,2015,Autumn
501,Rock Bass,ALL,0,0,2015,Autumn
501,Rock Bass,YAO,1.841120044,0.230140005,2015,Autumn
501,Rock Bass,YOY,0,0,2015,Autumn
501,Round Goby,Age_1,0,0,2015,Autumn
501,Round Goby,Age_2+,0,0,2015,Autumn
501,Round Goby,ALL,18.41120044,0.343368888,2015,Autumn
501,Round Goby,YAO,0,0,2015,Autumn
501,Round Goby,YOY,0,0,2015,Autumn
501,Trout Perch,Age_1,0,0,2015,Autumn
501,Trout Perch,Age_2+,0,0,2015,Autumn
501,Trout Perch,ALL,0,0,2015,Autumn
501,Trout Perch,YAO,0,0,2015,Autumn
501,Trout Perch,YOY,1.841120044,0.00736448,2015,Autumn
501,Walleye,Age_1,3.68220763,0.834920836,2015,Autumn
501,Walleye,Age_2+,4.07E-05,9.22E-06,2015,Autumn
501,Walleye,ALL,0,0,2015,Autumn
501,Walleye,YAO,0,0,2015,Autumn
501,Walleye,YOY,23.93455235,0.821157421,2015,Autumn
501,White Perch,Age_1,0.000523744,3.40E-06,2015,Autumn
501,White Perch,Age_2+,3.682240084,0.731845217,2015,Autumn
501,White Perch,ALL,0,0,2015,Autumn
501,White Perch,YAO,0,0,2015,Autumn
501,White Perch,YOY,16.56955665,0.089843254,2015,Autumn
501,Yellow Perch,Age_1,1.841120044,0.052471921,2015,Autumn
501,Yellow Perch,Age_2+,0,0,2015,Autumn
501,Yellow Perch,ALL,0,0,2015,Autumn
501,Yellow Perch,YAO,0,0,2015,Autumn
501,Yellow Perch,YOY,7.48E-239,2.13E-240,2015,Autumn
502,Freshwater Drum,Age_1,0,0,2015,Autumn
502,Freshwater Drum,Age_2+,0,0,2015,Autumn
502,Freshwater Drum,ALL,0,0,2015,Autumn
502,Freshwater Drum,YAO,18.66303897,22.28376405,2015,Autumn
502,Freshwater Drum,YOY,0.364544994,0.435268589,2015,Autumn
502,Gizzard Shad,Age_1,0,0,2015,Autumn
502,Gizzard Shad,Age_2+,0,0,2015,Autumn
502,Gizzard Shad,ALL,0,0,2015,Autumn
502,Gizzard Shad,YAO,0.000249255,9.30E-06,2015,Autumn
502,Gizzard Shad,YOY,24.56914956,0.823875522,2015,Autumn
502,Silver Chub,Age_1,0,0,2015,Autumn
502,Silver Chub,Age_2+,0,0,2015,Autumn
502,Silver Chub,ALL,0,0,2015,Autumn
502,Silver Chub,YAO,0,0,2015,Autumn
502,Silver Chub,YOY,1.421716686,0.00426515,2015,Autumn
502,Spottail Shiner,Age_1,0,0,2015,Autumn
502,Spottail Shiner,Age_2+,0,0,2015,Autumn
502,Spottail Shiner,ALL,0,0,2015,Autumn
502,Spottail Shiner,YAO,0,0,2015,Autumn
502,Spottail Shiner,YOY,2.843433372,0.000710858,2015,Autumn
502,Trout Perch,Age_1,0,0,2015,Autumn
502,Trout Perch,Age_2+,0,0,2015,Autumn
502,Trout Perch,ALL,0,0,2015,Autumn
502,Trout Perch,YAO,1.04E-14,3.91E-17,2015,Autumn
502,Trout Perch,YOY,2.843433372,0.010662875,2015,Autumn
502,Walleye,Age_1,7.090894227,1.958406744,2015,Autumn
502,Walleye,Age_2+,0.01809069,0.004996649,2015,Autumn
502,Walleye,ALL,0,0,2015,Autumn
502,Walleye,YAO,0,0,2015,Autumn
502,Walleye,YOY,28.43393223,0.958224397,2015,Autumn
502,White Bass,Age_1,0,0,2015,Autumn
502,White Bass,Age_2+,1.421716686,0.645459375,2015,Autumn
502,White Bass,ALL,0,0,2015,Autumn
502,White Bass,YAO,0,0,2015,Autumn
502,White Bass,YOY,2.843433372,0.019193175,2015,Autumn
502,White Perch,Age_1,4.267947514,0.199048257,2015,Autumn
502,White Perch,Age_2+,0.0002612,1.22E-05,2015,Autumn
502,White Perch,ALL,0,0,2015,Autumn
502,White Perch,YAO,0,0,2015,Autumn
502,White Perch,YOY,17.05754158,0.112295508,2015,Autumn
502,White Sucker,Age_1,0,0,2015,Autumn
502,White Sucker,Age_2+,0,0,2015,Autumn
502,White Sucker,ALL,0,0,2015,Autumn
502,White Sucker,YAO,7.065486393,3.074899678,2015,Autumn
502,White Sucker,YOY,0.043097037,0.018755831,2015,Autumn
502,Yellow Perch,Age_1,31.27356135,0.968066496,2015,Autumn
502,Yellow Perch,Age_2+,4.88E-05,1.42E-06,2015,Autumn
502,Yellow Perch,ALL,0,0,2015,Autumn
502,Yellow Perch,YAO,0,0,2015,Autumn
502,Yellow Perch,YOY,2.847590287,0.008651444,2015,Autumn
503,Channel Catfish,Age_1,0,0,2015,Autumn
503,Channel Catfish,Age_2+,0,0,2015,Autumn
503,Channel Catfish,ALL,0,0,2015,Autumn
503,Channel Catfish,YAO,2.962950399,3.37924493,2015,Autumn
503,Channel Catfish,YOY,8.60E-126,9.81E-126,2015,Autumn
503,Emerald Shiner,Age_1,0,0,2015,Autumn
503,Emerald Shiner,Age_2+,0,0,2015,Autumn
503,Emerald Shiner,ALL,0,0,2015,Autumn
503,Emerald Shiner,YAO,0,0,2015,Autumn
503,Emerald Shiner,YOY,2.962950399,0.00296295,2015,Autumn
503,Freshwater Drum,Age_1,0,0,2015,Autumn
503,Freshwater Drum,Age_2+,0,0,2015,Autumn
503,Freshwater Drum,ALL,0,0,2015,Autumn
503,Freshwater Drum,YAO,16.29622711,14.08882903,2015,Autumn
503,Freshwater Drum,YOY,8.47E-08,1.18E-07,2015,Autumn
503,Gizzard Shad,Age_1,0,0,2015,Autumn
503,Gizzard Shad,Age_2+,0,0,2015,Autumn
503,Gizzard Shad,ALL,0,0,2015,Autumn
503,Gizzard Shad,YAO,4.35E-08,6.63E-10,2015,Autumn
503,Gizzard Shad,YOY,2.962950356,0.045184993,2015,Autumn
503,Spottail Shiner,Age_1,0,0,2015,Autumn
503,Spottail Shiner,Age_2+,0,0,2015,Autumn
503,Spottail Shiner,ALL,0,0,2015,Autumn
503,Spottail Shiner,YAO,1.4814752,0.020740653,2015,Autumn
503,Spottail Shiner,YOY,10.3703264,0.022962866,2015,Autumn
503,Walleye,Age_1,19.23036311,4.223191356,2015,Autumn
503,Walleye,Age_2+,0.000503782,0.000110638,2015,Autumn
503,Walleye,ALL,0,0,2015,Autumn
503,Walleye,YAO,0,0,2015,Autumn
503,Walleye,YOY,90.39829788,3.301110544,2015,Autumn
503,White Bass,Age_1,2.69E-07,4.24E-09,2015,Autumn
503,White Bass,Age_2+,0,0,2015,Autumn
503,White Bass,ALL,0,0,2015,Autumn
503,White Bass,YAO,0,0,2015,Autumn
503,White Bass,YOY,5.925900529,0.093332933,2015,Autumn
503,White Perch,Age_1,109.0510798,4.205393479,2015,Autumn
503,White Perch,Age_2+,13.36592378,1.940732132,2015,Autumn
503,White Perch,ALL,0,0,2015,Autumn
503,White Perch,YAO,0,0,2015,Autumn
503,White Perch,YOY,558.1453513,4.576791884,2015,Autumn
503,Yellow Perch,Age_1,116.4241194,3.279760133,2015,Autumn
503,Yellow Perch,Age_2+,6.110304828,0.510017063,2015,Autumn
503,Yellow Perch,ALL,0,0,2015,Autumn
503,Yellow Perch,YAO,0,0,2015,Autumn
503,Yellow Perch,YOY,104.1312813,0.568722842,2015,Autumn
504,Channel Catfish,Age_1,0,0,2015,Autumn
504,Channel Catfish,Age_2+,0,0,2015,Autumn
504,Channel Catfish,ALL,0,0,2015,Autumn
504,Channel Catfish,YAO,22.74534241,9.03923249,2015,Autumn
504,Channel Catfish,YOY,3.100774421,0.035658793,2015,Autumn
504,Common Carp,Age_1,0,0,2015,Autumn
504,Common Carp,Age_2+,0,0,2015,Autumn
504,Common Carp,ALL,0,0,2015,Autumn
504,Common Carp,YAO,1.53149798,4.934486493,2015,Autumn
504,Common Carp,YOY,0,0,2015,Autumn
504,Freshwater Drum,Age_1,0,0,2015,Autumn
504,Freshwater Drum,Age_2+,0,0,2015,Autumn
504,Freshwater Drum,ALL,0,0,2015,Autumn
504,Freshwater Drum,YAO,77.70093591,26.349084,2015,Autumn
504,Freshwater Drum,YOY,11.04362596,0.135110579,2015,Autumn
504,Gizzard Shad,Age_1,0,0,2015,Autumn
504,Gizzard Shad,Age_2+,0,0,2015,Autumn
504,Gizzard Shad,ALL,0,0,2015,Autumn
504,Gizzard Shad,YAO,7.124103681,0.339107335,2015,Autumn
504,Gizzard Shad,YOY,180.956864,3.921520046,2015,Autumn
504,Quillback,Age_1,0,0,2015,Autumn
504,Quillback,Age_2+,0,0,2015,Autumn
504,Quillback,ALL,0,0,2015,Autumn
504,Quillback,YAO,9.188987882,16.80665884,2015,Autumn
504,Quillback,YOY,4.24E-125,7.75E-125,2015,Autumn
504,Trout Perch,Age_1,0,0,2015,Autumn
504,Trout Perch,Age_2+,0,0,2015,Autumn
504,Trout Perch,ALL,0,0,2015,Autumn
504,Trout Perch,YAO,17.56132089,0.171796813,2015,Autumn
504,Trout Perch,YOY,9.92954348,0.0456759,2015,Autumn
504,Walleye,Age_1,18.39428295,4.407106202,2015,Autumn
504,Walleye,Age_2+,1.53723998,1.022886276,2015,Autumn
504,Walleye,ALL,0,0,2015,Autumn
504,Walleye,YAO,0,0,2015,Autumn
504,Walleye,YOY,68.89535993,2.670100341,2015,Autumn
504,White Bass,Age_1,4.13E-211,1.83E-211,2015,Autumn
504,White Bass,Age_2+,1.53149798,0.678453605,2015,Autumn
504,White Bass,ALL,0,0,2015,Autumn
504,White Bass,YAO,0,0,2015,Autumn
504,White Bass,YOY,4.594493941,0.031395709,2015,Autumn
504,White Perch,Age_1,73.97053317,2.752390151,2015,Autumn
504,White Perch,Age_2+,15.96925396,2.74351783,2015,Autumn
504,White Perch,ALL,0,0,2015,Autumn
504,White Perch,YAO,0,0,2015,Autumn
504,White Perch,YOY,459.2260872,1.836904349,2015,Autumn
504,White Sucker,Age_1,0,0,2015,Autumn
504,White Sucker,Age_2+,0,0,2015,Autumn
504,White Sucker,ALL,0,0,2015,Autumn
504,White Sucker,YAO,1.53149798,1.43348211,2015,Autumn
504,White Sucker,YOY,0,0,2015,Autumn
504,Yellow Perch,Age_1,13.59098126,0.566768674,2015,Autumn
504,Yellow Perch,Age_2+,1.722722993,0.1498769,2015,Autumn
504,Yellow Perch,ALL,0,0,2015,Autumn
504,Yellow Perch,YAO,0,0,2015,Autumn
