serial,species,size,count_final,year,season
141,Freshwater Drum,S,9,2014,Spring
141,Walleye,L,3,2014,Spring
141,Walleye,S,11,2014,Spring
141,White Bass,ALL,23.44,2014,Spring
141,White Perch,L,22.84,2014,Spring
141,White Perch,M,229.71,2014,Spring
141,White Perch,O/D,5,2014,Spring
141,White Perch,S,7,2014,Spring
141,Yellow Perch,M,19,2014,Spring
141,Yellow Perch,O/D,4,2014,Spring
129,Yellow Perch,O/D,5,2013,Spring
129,Yellow Perch,M,24,2013,Spring
129,Yellow Perch,S,5,2013,Spring
129,Yellow Perch,XS,10,2013,Spring
129,White Bass,L,8,2013,Spring
129,White Bass,M,64,2013,Spring
129,Channel Catfish,ALL,2,2013,Spring
129,White Sucker,ALL,1,2013,Spring
129,Freshwater Drum,S,9,2013,Spring
129,Freshwater Drum,M,43,2013,Spring
129,Freshwater Drum,L,2,2013,Spring
129,Freshwater Drum,XS,4,2013,Spring
129,Trout Perch,ALL,7,2013,Spring
129,White Perch,M,8,2013,Spring
129,White Perch,S,16,2013,Spring
129,White Perch,O/D,5,2013,Spring
129,Round Goby,ALL,1,2013,Spring
129,Walleye,L,2,2013,Spring
129,Walleye,M,3,2013,Spring
129,Quillback,ALL,2,2013,Spring
129,Emerald Shiner,ALL,24488,2013,Spring
130,Freshwater Drum,L,7,2013,Spring
130,Freshwater Drum,S,16,2013,Spring
130,Freshwater Drum,M,42,2013,Spring
130,Walleye,ALL,3,2013,Spring
130,White Bass,M,103,2013,Spring
130,White Bass,L,2,2013,Spring
130,White Sucker,L,5,2013,Spring
130,White Sucker,M,1,2013,Spring
130,White Sucker,S,1,2013,Spring
130,Channel Catfish,ALL,4,2013,Spring
130,White Perch,L,16,2013,Spring
130,White Perch,M,60,2013,Spring
130,White Perch,O/D,5,2013,Spring
130,White Bass,L,20,2013,Spring
130,White Bass,M,10,2013,Spring
130,Yellow Perch,XS,4,2013,Spring
130,Yellow Perch,M,35,2013,Spring
130,Yellow Perch,L,20,2013,Spring
130,Yellow Perch,O/D,5,2013,Spring
130,Round Goby,ALL,1,2013,Spring
125,Freshwater Drum,M,75,2013,Spring
125,White Bass,L,4,2013,Spring
125,White Sucker,ALL,2,2013,Spring
125,Quillback,ALL,2,2013,Spring
125,Walleye,S,2,2013,Spring
125,Walleye,M,2,2013,Spring
125,Freshwater Drum,S,6,2013,Spring
125,Alewife,ALL,16,2013,Spring
125,Channel Catfish,ALL,2,2013,Spring
125,White Bass,S,131,2013,Spring
125,White Bass,M,143,2013,Spring
125,White Perch,M,69,2013,Spring
125,White Perch,L,43,2013,Spring
125,White Perch,S,48,2013,Spring
125,Freshwater Drum,S,9,2013,Spring
125,Freshwater Drum,M,2,2013,Spring
125,Yellow Perch,ALL,7,2013,Spring
125,Yellow Perch,S,2,2013,Spring
125,Trout Perch,ALL,41,2013,Spring
125,Rainbow Smelt,ALL,44,2013,Spring
125,Emerald Shiner,ALL,23928,2013,Spring
125,Yellow Perch,O/D,5,2013,Spring
125,White Perch,O/D,5,2013,Spring
120,Freshwater Drum,S,5,2013,Spring
120,Freshwater Drum,M,152,2013,Spring
120,Freshwater Drum,L,31,2013,Spring
120,White Perch,M,48,2013,Spring
120,White Perch,L,36,2013,Spring
120,White Bass,S,215,2013,Spring
120,White Bass,L,17,2013,Spring
120,Walleye,ALL,8,2013,Spring
120,Yellow Perch,ALL,2,2013,Spring
120,Gizzard Shad,ALL,5,2013,Spring
120,Quillback,L,7,2013,Spring
120,Quillback,ALL,2,2013,Spring
120,Trout Perch,ALL,2,2013,Spring
120,Round Goby,ALL,1,2013,Spring
120,Common Carp,ALL,3,2013,Spring
120,White Sucker,ALL,6,2013,Spring
120,Channel Catfish,ALL,1,2013,Spring
120,Yellow Perch,O/D,5,2013,Spring
120,White Perch,O/D,5,2013,Spring
112,Walleye,ALL,10,2013,Spring
112,White Sucker,ALL,1,2013,Spring
112,Quillback,ALL,2,2013,Spring
112,Freshwater Drum,S,29,2013,Spring
112,White Bass,S,10,2013,Spring
112,White Bass,L,45,2013,Spring
112,Yellow Perch,ALL,20,2013,Spring
112,Yellow Perch,O/D,5,2013,Spring
112,Channel Catfish,ALL,15,2013,Spring
112,Freshwater Drum,M,38,2013,Spring
112,Freshwater Drum,L,30,2013,Spring
112,White Perch,O/D,5,2013,Spring
112,White Perch,S,10,2013,Spring
112,White Perch,L,8,2013,Spring
112,Emerald Shiner,ALL,74,2013,Spring
112,Trout Perch,ALL,1,2013,Spring
116,Freshwater Drum,ALL,6,2013,Spring
116,Freshwater Drum,M,47,2013,Spring
116,Walleye,ALL,10,2013,Spring
116,White Sucker,ALL,1,2013,Spring
116,White Bass,ALL,14,2013,Spring
116,Yellow Perch,ALL,11,2013,Spring
116,Yellow Perch,O/D,5,2013,Spring
116,White Perch,O/D,5,2013,Spring
116,White Perch,ALL,4,2013,Spring
116,Trout Perch,ALL,3,2013,Spring
116,Emerald Shiner,ALL,40,2013,Spring
113,Walleye,M,18,2013,Spring
113,Walleye,S,13,2013,Spring
113,Yellow Perch,S,4,2013,Spring
113,Yellow Perch,M,20,2013,Spring
113,Yellow Perch,L,4,2013,Spring
113,Yellow Perch,O/D,5,2013,Spring
113,White Sucker,ALL,1,2013,Spring
113,Channel Catfish,ALL,2,2013,Spring
113,White Bass,S,42,2013,Spring
113,White Bass,L,9,2013,Spring
113,White Perch,L,46,2013,Spring
113,White Perch,M,74,2013,Spring
113,White Perch,O/D,5,2013,Spring
113,Freshwater Drum,M,45,2013,Spring
113,Freshwater Drum,S,11,2013,Spring
113,Freshwater Drum,L,16,2013,Spring
113,Emerald Shiner,ALL,10,2013,Spring
113,Trout Perch,ALL,6,2013,Spring
108,White Bass,M,76,2013,Spring
108,White Bass,L,10,2013,Spring
108,Walleye,L,6,2013,Spring
108,Walleye,S,15,2013,Spring
108,White Sucker,ALL,1,2013,Spring
108,Freshwater Drum,L,4,2013,Spring
108,Freshwater Drum,M,94,2013,Spring
108,Freshwater Drum,S,1,2013,Spring
108,White Perch,M,146,2013,Spring
108,White Perch,O/D,5,2013,Spring
108,White Perch,L,366,2013,Spring
108,Yellow Perch,ALL,8,2013,Spring
108,Yellow Perch,O/D,5,2013,Spring
108,Trout Perch,ALL,26,2013,Spring
108,Emerald Shiner,ALL,2669,2013,Spring
108,Channel Catfish,ALL,1,2013,Spring
108,Silver Chub,ALL,1,2013,Spring
104,White Bass,L,5,2013,Spring
104,White Bass,M,21,2013,Spring
104,White Bass,S,2,2013,Spring
104,Gizzard Shad,ALL,5,2013,Spring
104,Freshwater Drum,M,63,2013,Spring
104,Freshwater Drum,L,43,2013,Spring
104,Freshwater Drum,XL,1,2013,Spring
104,Walleye,L,7,2013,Spring
104,Walleye,S,23,2013,Spring
104,White Sucker,ALL,1,2013,Spring
104,Channel Catfish,ALL,15,2013,Spring
104,Trout Perch,ALL,25,2013,Spring
104,White Perch,S,8,2013,Spring
104,White Perch,M,10,2013,Spring
104,White Perch,O/D,5,2013,Spring
104,Emerald Shiner,ALL,570,2013,Spring
104,Yellow Perch,O/D,5,2013,Spring
104,White Perch,L,98,2013,Spring
109,Emerald Shiner,ALL,29843,2013,Spring
109,White Bass,M,22,2013,Spring
109,White Bass,L,7,2013,Spring
109,White Perch,L,4,2013,Spring
109,White Perch,M,13,2013,Spring
109,White Perch,O/D,5,2013,Spring
109,Yellow Perch,S,20,2013,Spring
109,Yellow Perch,M,22,2013,Spring
109,Yellow Perch,O/D,5,2013,Spring
109,White Sucker,ALL,2,2013,Spring
109,Walleye,ALL,14,2013,Spring
109,Freshwater Drum,S,3,2013,Spring
109,Freshwater Drum,M,16,2013,Spring
109,Freshwater Drum,L,8,2013,Spring
109,Channel Catfish,ALL,3,2013,Spring
109,Trout Perch,ALL,7,2013,Spring
114,White Perch,ALL,5,2013,Spring
114,White Bass,L,14,2013,Spring
114,White Bass,S,5,2013,Spring
114,Emerald Shiner,ALL,282,2013,Spring
114,White Sucker,ALL,7,2013,Spring
114,Golden Redhorse,ALL,1,2013,Spring
114,Walleye,ALL,15,2013,Spring
114,Freshwater Drum,L,6,2013,Spring
114,Freshwater Drum,M,19,2013,Spring
114,Yellow Perch,M,8,2013,Spring
114,Yellow Perch,S,12,2013,Spring
114,Yellow Perch,O/D,5,2013,Spring
114,Trout Perch,ALL,8,2013,Spring
114,White Perch,O/D,5,2013,Spring
117,White Bass,L,2,2013,Spring
117,White Bass,M,11,2013,Spring
117,White Perch,S,8,2013,Spring
117,White Perch,L,16,2013,Spring
117,White Perch,O/D,5,2013,Spring
117,Trout Perch,ALL,19,2013,Spring
117,Yellow Perch,O/D,5,2013,Spring
117,Yellow Perch,S,11,2013,Spring
117,Yellow Perch,M,20,2013,Spring
117,Yellow Perch,L,5,2013,Spring
117,Channel Catfish,ALL,3,2013,Spring
117,White Sucker,ALL,2,2013,Spring
117,Freshwater Drum,L,2,2013,Spring
117,Freshwater Drum,M,21,2013,Spring
117,Walleye,ALL,10,2013,Spring
117,Quillback,ALL,1,2013,Spring
117,Emerald Shiner,ALL,3161,2013,Spring
117,Freshwater Drum,S,1,2013,Spring
118,White Bass,S,38,2013,Spring
118,White Bass,M,1,2013,Spring
118,White Bass,L,7,2013,Spring
118,White Perch,M,17,2013,Spring
118,White Perch,L,13,2013,Spring
118,White Perch,O/D,5,2013,Spring
118,White Sucker,ALL,4,2013,Spring
118,Quillback,ALL,1,2013,Spring
118,Walleye,ALL,6,2013,Spring
118,Freshwater Drum,S,1,2013,Spring
118,Freshwater Drum,L,8,2013,Spring
118,Freshwater Drum,M,19,2013,Spring
118,Yellow Perch,O/D,5,2013,Spring
118,Yellow Perch,S,2,2013,Spring
118,Yellow Perch,M,15,2013,Spring
118,Yellow Perch,L,3,2013,Spring
118,Emerald Shiner,S,60,2013,Spring
118,Emerald Shiner,L,5,2013,Spring
115,Freshwater Drum,ALL,3,2013,Spring
115,Walleye,ALL,1,2013,Spring
115,Trout Perch,ALL,2,2013,Spring
115,Silver Chub,ALL,1,2013,Spring
115,Yellow Perch,O/D,5,2013,Spring
115,Yellow Perch,ALL,2,2013,Spring
115,Round Goby,ALL,2,2013,Spring
110,Yellow Perch,S,7,2013,Spring
110,Yellow Perch,M,30,2013,Spring
110,Yellow Perch,L,8,2013,Spring
110,Yellow Perch,O/D,5,2013,Spring
110,Walleye,ALL,6,2013,Spring
110,Quillback,ALL,3,2013,Spring
110,White Sucker,ALL,6,2013,Spring
110,Freshwater Drum,ALL,6,2013,Spring
110,White Bass,M,38,2013,Spring
110,White Bass,L,8,2013,Spring
110,White Perch,S,24,2013,Spring
110,White Perch,M,12,2013,Spring
110,White Perch,L,6,2013,Spring
110,Emerald Shiner,ALL,1078,2013,Spring
110,White Perch,O/D,5,2013,Spring
111,Freshwater Drum,L,1,2013,Spring
111,Freshwater Drum,S,10,2013,Spring
111,Freshwater Drum,M,11,2013,Spring
111,Rock Bass,ALL,1,2013,Spring
111,Gizzard Shad,ALL,1,2013,Spring
111,Alewife,ALL,2,2013,Spring
111,Spottail Shiner,ALL,3,2013,Spring
111,Walleye,L,8,2013,Spring
111,Walleye,S,22,2013,Spring
111,Channel Catfish,ALL,2,2013,Spring
111,Trout Perch,ALL,72,2013,Spring
111,Yellow Perch,ALL,5,2013,Spring
111,Yellow Perch,O/D,2,2013,Spring
111,White Bass,L,35,2013,Spring
111,White Bass,M,2,2013,Spring
111,White Bass,S,29,2013,Spring
111,Emerald Shiner,ALL,459,2013,Spring
111,White Perch,O/D,5,2013,Spring
111,White Perch,S,44,2013,Spring
111,White Perch,L,35,2013,Spring
111,White Perch,M,183,2013,Spring
111,Silver Chub,ALL,19,2013,Spring
107,White Perch,M,63,2013,Spring
107,White Perch,S,12,2013,Spring
107,White Perch,L,19,2013,Spring
107,White Perch,O/D,5,2013,Spring
107,Walleye,ALL,5,2013,Spring
107,Channel Catfish,ALL,1,2013,Spring
107,Gizzard Shad,ALL,1,2013,Spring
107,Smallmouth Bass,ALL,1,2013,Spring
107,Rock Bass,ALL,1,2013,Spring
107,Freshwater Drum,M,19,2013,Spring
107,Freshwater Drum,L,1,2013,Spring
107,Emerald Shiner,ALL,79,2013,Spring
107,Round Goby,ALL,2,2013,Spring
107,Trout Perch,ALL,1,2013,Spring
107,Yellow Perch,ALL,14,2013,Spring
107,Yellow Perch,O/D,5,2013,Spring
107,White Bass,M,1,2013,Spring
107,White Bass,L,13,2013,Spring
106,Walleye,ALL,12,2013,Spring
106,White Sucker,ALL,8,2013,Spring
106,White Bass,ALL,7,2013,Spring
106,Yellow Perch,S,6,2013,Spring
106,Yellow Perch,M,14,2013,Spring
106,Yellow Perch,L,2,2013,Spring
106,Yellow Perch,O/D,5,2013,Spring
106,White Perch,ALL,13,2013,Spring
106,White Perch,O/D,5,2013,Spring
106,Freshwater Drum,M,20,2013,Spring
106,Alewife,ALL,1,2013,Spring
106,Rainbow Smelt,ALL,1,2013,Spring
106,Round Goby,ALL,2,2013,Spring
106,Trout Perch,ALL,25,2013,Spring
106,Emerald Shiner,ALL,26,2013,Spring
106,Freshwater Drum,L,5,2013,Spring
103,White Bass,ALL,6,2013,Spring
103,Yellow Perch,M,15,2013,Spring
103,Yellow Perch,L,4,2013,Spring
103,Yellow Perch,O/D,5,2013,Spring
103,White Perch,L,6,2013,Spring
103,White Perch,M,16,2013,Spring
103,Trout Perch,ALL,1,2013,Spring
103,Round Goby,ALL,1,2013,Spring
103,Walleye,ALL,2,2013,Spring
103,White Sucker,ALL,3,2013,Spring
103,Freshwater Drum,M,60,2013,Spring
103,Freshwater Drum,L,5,2013,Spring
103,Freshwater Drum,S,10,2013,Spring
103,White Perch,O/D,5,2013,Spring
101,White Bass,L,1,2013,Spring
101,White Bass,S,33,2013,Spring
101,Walleye,ALL,1,2013,Spring
101,Yellow Perch,ALL,1,2013,Spring
101,Yellow Perch,O/D,2,2013,Spring
101,Round Goby,ALL,2,2013,Spring
101,Brown Bullhead,ALL,3,2013,Spring
101,Quillback,ALL,1,2013,Spring
101,Freshwater Drum,L,5,2013,Spring
101,Freshwater Drum,S,5,2013,Spring
101,Freshwater Drum,M,15,2013,Spring
101,Emerald Shiner,ALL,22,2013,Spring
101,White Perch,O/D,5,2013,Spring
101,White Perch,L,34,2013,Spring
101,White Perch,M,345,2013,Spring
102,Channel Catfish,ALL,1,2013,Spring
102,White Bass,ALL,4,2013,Spring
102,White Perch,ALL,3,2013,Spring
102,White Perch,O/D,3,2013,Spring
102,White Sucker,ALL,4,2013,Spring
102,Walleye,ALL,2,2013,Spring
102,Quillback,ALL,2,2013,Spring
102,Yellow Perch,ALL,9,2013,Spring
102,Yellow Perch,O/D,5,2013,Spring
102,Trout Perch,ALL,5,2013,Spring
102,Emerald Shiner,ALL,7,2013,Spring
102,Freshwater Drum,M,18,2013,Spring
102,Freshwater Drum,L,11,2013,Spring
102,Freshwater Drum,S,6,2013,Spring
105,Freshwater Drum,M,10,2013,Spring
105,Freshwater Drum,L,5,2013,Spring
105,Yellow Perch,ALL,1,2013,Spring
105,Emerald Shiner,ALL,40,2013,Spring
128,Walleye,ALL,1,2013,Spring
128,Freshwater Drum,L,11,2013,Spring
128,Freshwater Drum,M,12,2013,Spring
128,Freshwater Drum,S,24,2013,Spring
128,Gizzard Shad,ALL,2,2013,Spring
128,White Sucker,ALL,2,2013,Spring
128,White Perch,M,11,2013,Spring
128,White Perch,O/D,5,2013,Spring
128,White Perch,S,9,2013,Spring
128,Emerald Shiner,ALL,8088,2013,Spring
128,Trout Perch,ALL,113,2013,Spring
128,Rainbow Smelt,ALL,62,2013,Spring
128,Yellow Perch,S,6,2013,Spring
128,Yellow Perch,M,9,2013,Spring
128,Yellow Perch,L,4,2013,Spring
128,Yellow Perch,O/D,5,2013,Spring
128,Round Goby,ALL,1,2013,Spring
128,White Bass,ALL,11,2013,Spring
127,Walleye,ALL,3,2013,Spring
127,White Sucker,ALL,1,2013,Spring
127,Golden Redhorse,ALL,1,2013,Spring
127,Channel Catfish,ALL,1,2013,Spring
127,Freshwater Drum,S,5,2013,Spring
127,Freshwater Drum,L,8,2013,Spring
127,Freshwater Drum,M,38,2013,Spring
127,White Bass,ALL,8,2013,Spring
127,Yellow Perch,M,28,2013,Spring
127,Yellow Perch,L,8,2013,Spring
127,Yellow Perch,O/D,5,2013,Spring
127,White Perch,O/D,5,2013,Spring
127,Round Goby,ALL,32,2013,Spring
127,Emerald Shiner,ALL,41,2013,Spring
133,Freshwater Drum,L,6,2013,Spring
133,Freshwater Drum,M,40,2013,Spring
133,White Bass,L,9,2013,Spring
133,White Bass,S,12,2013,Spring
133,White Sucker,ALL,1,2013,Spring
133,Quillback,ALL,1,2013,Spring
133,White Perch,O/D,5,2013,Spring
133,White Perch,L,21,2013,Spring
133,White Perch,M,108,2013,Spring
133,Yellow Perch,O/D,5,2013,Spring
133,Yellow Perch,L,19,2013,Spring
133,Yellow Perch,M,68,2013,Spring
133,Round Goby,ALL,4,2013,Spring
122,Freshwater Drum,M,97,2013,Spring
122,Freshwater Drum,S,56,2013,Spring
122,Freshwater Drum,L,33,2013,Spring
122,Walleye,ALL,4,2013,Spring
122,Yellow Perch,O/D,5,2013,Spring
122,Yellow Perch,ALL,11,2013,Spring
122,Round Goby,ALL,11,2013,Spring
122,Channel Catfish,ALL,2,2013,Spring
122,White Perch,O/D,5,2013,Spring
122,White Perch,ALL,10,2013,Spring
122,White Bass,L,26,2013,Spring
122,White Bass,S,8,2013,Spring
122,White Sucker,ALL,6,2013,Spring
122,Quillback,ALL,2,2013,Spring
122,Emerald Shiner,ALL,11,2013,Spring
122,Gizzard Shad,ALL,1,2013,Spring
122,Trout Perch,ALL,4,2013,Spring
123,Gizzard Shad,ALL,1,2013,Spring
123,White Sucker,ALL,4,2013,Spring
123,White Bass,L,29,2013,Spring
123,White Bass,S,25,2013,Spring
123,Freshwater Drum,ALL,16,2013,Spring
123,White Perch,O/D,5,2013,Spring
123,White Perch,L,13,2013,Spring
123,White Perch,S,33,2013,Spring
123,Yellow Perch,O/D,5,2013,Spring
123,Yellow Perch,L,16,2013,Spring
123,Yellow Perch,M,99,2013,Spring
123,Round Goby,ALL,1,2013,Spring
123,Trout Perch,ALL,1,2013,Spring
123,Emerald Shiner,ALL,2,2013,Spring
119,Freshwater Drum,L,10,2013,Spring
119,Freshwater Drum,M,122,2013,Spring
119,Freshwater Drum,S,423,2013,Spring
119,Common Carp,ALL,2,2013,Spring
119,White Perch,ALL,20,2013,Spring
119,White Bass,L,15,2013,Spring
119,White Bass,M,19,2013,Spring
119,Walleye,ALL,7,2013,Spring
119,Emerald Shiner,ALL,5053,2013,Spring
119,Trout Perch,ALL,7,2013,Spring
119,Alewife,ALL,2,2013,Spring
119,White Perch,O/D,9,2013,Spring
119,Channel Catfish,ALL,2,2013,Spring
119,Round Goby,ALL,2,2013,Spring
124,Emerald Shiner,ALL,13340,2013,Spring
124,Freshwater Drum,M,13,2013,Spring
124,Freshwater Drum,L,5,2013,Spring
124,Freshwater Drum,S,9,2013,Spring
124,Walleye,ALL,13,2013,Spring
124,Brown Bullhead,ALL,1,2013,Spring
124,Channel Catfish,ALL,2,2013,Spring
124,White Bass,L,9,2013,Spring
124,White Bass,M,36,2013,Spring
124,Common Carp,ALL,3,2013,Spring
124,Trout Perch,ALL,18,2013,Spring
124,White Perch,M,25,2013,Spring
124,White Perch,L,14,2013,Spring
124,White Perch,S,9,2013,Spring
124,Yellow Perch,M,28,2013,Spring
124,Yellow Perch,S,13,2013,Spring
124,Yellow Perch,O/D,5,2013,Spring
124,White Perch,O/D,5,2013,Spring
124,Round Goby,ALL,2,2013,Spring
124,Rainbow Smelt,ALL,1,2013,Spring
137,Walleye,ALL,2,2013,Spring
137,White Bass,S,42,2013,Spring
137,White Bass,ALL,2,2013,Spring
137,Freshwater Drum,ALL,9,2013,Spring
137,White Perch,M,27,2013,Spring
137,White Perch,L,6,2013,Spring
137,White Perch,O/D,5,2013,Spring
137,Yellow Perch,ALL,11,2013,Spring
137,Alewife,ALL,217,2013,Spring
137,Yellow Perch,O/D,5,2013,Spring
132,Freshwater Drum,ALL,3,2013,Spring
132,Walleye,ALL,1,2013,Spring
132,White Bass,ALL,35,2013,Spring
132,Round Goby,ALL,21,2013,Spring
132,Yellow Perch,S,1,2013,Spring
132,Yellow Perch,O/D,1,2013,Spring
132,White Perch,S,3,2013,Spring
132,White Perch,O/D,1,2013,Spring
126,Freshwater Drum,S,27,2013,Spring
126,Freshwater Drum,M,174,2013,Spring
126,Channel Catfish,ALL,1,2013,Spring
126,Walleye,ALL,1,2013,Spring
126,Yellow Perch,ALL,2,2013,Spring
126,Alewife,ALL,1,2013,Spring
126,Rainbow Smelt,ALL,1,2013,Spring
126,Trout Perch,ALL,1,2013,Spring
126,Emerald Shiner,ALL,3,2013,Spring
126,Round Goby,ALL,4,2013,Spring
126,Quillback,ALL,2,2013,Spring
126,White Sucker,ALL,1,2013,Spring
126,White Bass,L,5,2013,Spring
126,White Bass,S,113,2013,Spring
126,White Perch,S,5,2013,Spring
126,White Perch,M,24,2013,Spring
126,White Perch,L,14,2013,Spring
126,White Perch,O/D,5,2013,Spring
121,Freshwater Drum,L,10,2013,Spring
121,Freshwater Drum,S,36,2013,Spring
121,Freshwater Drum,M,147,2013,Spring
121,Yellow Perch,ALL,14,2013,Spring
121,Yellow Perch,O/D,5,2013,Spring
121,Walleye,ALL,9,2013,Spring
121,White Sucker,ALL,12,2013,Spring
121,White Bass,L,35,2013,Spring
121,White Perch,ALL,2,2013,Spring
121,White Perch,O/D,3,2013,Spring
121,Trout Perch,ALL,2,2013,Spring
121,White Bass,S,43,2013,Spring
121,Alewife,ALL,2,2013,Spring
121,Emerald Shiner,ALL,207,2013,Spring
131,Freshwater Drum,ALL,8,2013,Spring
131,Gizzard Shad,ALL,1,2013,Spring
131,Walleye,ALL,1,2013,Spring
131,Yellow Perch,ALL,7,2013,Spring
131,Yellow Perch,O/D,2,2013,Spring
131,White Perch,ALL,6,2013,Spring
131,White Perch,O/D,5,2013,Spring
131,White Bass,L,3,2013,Spring
131,White Bass,S,93,2013,Spring
131,Trout Perch,ALL,1,2013,Spring
136,Walleye,ALL,2,2013,Spring
136,White Bass,ALL,4,2013,Spring
136,Yellow Perch,ALL,11,2013,Spring
136,Yellow Perch,O/D,5,2013,Spring
136,Freshwater Drum,ALL,13,2013,Spring
136,White Perch,O/D,4,2013,Spring
140,Freshwater Drum,ALL,1,2013,Spring
140,White Bass,ALL,5,2013,Spring
140,Yellow Perch,M,39,2013,Spring
140,Yellow Perch,S,2,2013,Spring
140,Yellow Perch,L,18,2013,Spring
140,Yellow Perch,O/D,5,2013,Spring
140,White Perch,M,63,2013,Spring
140,White Perch,L,11,2013,Spring
140,White Perch,S,1,2013,Spring
140,White Perch,O/D,5,2013,Spring
140,Trout Perch,ALL,1,2013,Spring
140,Round Goby,ALL,1,2013,Spring
140,Emerald Shiner,ALL,3,2013,Spring
135,Freshwater Drum,L,1,2013,Spring
135,Freshwater Drum,M,16,2013,Spring
135,White Bass,M,73,2013,Spring
135,White Bass,L,3,2013,Spring
135,White Perch,M,16,2013,Spring
135,White Perch,L,5,2013,Spring
135,White Perch,S,8,2013,Spring
135,White Perch,O/D,5,2013,Spring
135,Yellow Perch,M,19,2013,Spring
135,Yellow Perch,O/D,1,2013,Spring
135,Yellow Perch,L,3,2013,Spring
135,Emerald Shiner,ALL,2632,2013,Spring
135,Rainbow Smelt,ALL,76,2013,Spring
135,Trout Perch,ALL,3,2013,Spring
135,White Sucker,ALL,5,2013,Spring
135,Alewife,ALL,2,2013,Spring
139,Freshwater Drum,ALL,7,2013,Spring
139,White Perch,ALL,3,2013,Spring
139,White Perch,O/D,5,2013,Spring
139,Yellow Perch,ALL,6,2013,Spring
139,Yellow Perch,O/D,5,2013,Spring
139,Walleye,ALL,2,2013,Spring
139,White Bass,ALL,4,2013,Spring
139,Emerald Shiner,ALL,19,2013,Spring
139,Round Goby,ALL,1,2013,Spring
141,Walleye,ALL,1,2013,Spring
141,White Sucker,ALL,2,2013,Spring
141,White Bass,S,12,2013,Spring
141,White Bass,M,39,2013,Spring
141,Quillback,ALL,2,2013,Spring
141,Channel Catfish,ALL,7,2013,Spring
141,Freshwater Drum,L,2,2013,Spring
141,Freshwater Drum,M,14,2013,Spring
141,Freshwater Drum,S,16,2013,Spring
141,Rainbow Smelt,ALL,225,2013,Spring
141,Emerald Shiner,ALL,2917,2013,Spring
141,White Perch,S,211,2013,Spring
141,White Perch,M,23,2013,Spring
141,White Perch,O/D,5,2013,Spring
141,White Perch,L,7,2013,Spring
141,Trout Perch,ALL,15,2013,Spring
141,Yellow Perch,S,5,2013,Spring
141,Yellow Perch,L,7,2013,Spring
141,Yellow Perch,O/D,5,2013,Spring
141,Round Goby,ALL,7,2013,Spring
138,White Bass,S,16,2013,Spring
138,White Bass,L,6,2013,Spring
138,Quillback,ALL,1,2013,Spring
138,Freshwater Drum,L,1,2013,Spring
138,Freshwater Drum,M,24,2013,Spring
138,Freshwater Drum,S,6,2013,Spring
138,White Sucker,ALL,1,2013,Spring
138,Emerald Shiner,ALL,9235,2013,Spring
138,White Perch,S,92,2013,Spring
138,White Perch,M,11,2013,Spring
138,White Perch,L,5,2013,Spring
138,White Perch,O/D,5,2013,Spring
138,Gizzard Shad,ALL,1,2013,Spring
138,Rainbow Smelt,ALL,37,2013,Spring
138,Trout Perch,ALL,11,2013,Spring
138,Yellow Perch,S,2,2013,Spring
138,Yellow Perch,M,5,2013,Spring
138,Yellow Perch,L,12,2013,Spring
138,Yellow Perch,O/D,5,2013,Spring
134,Emerald Shiner,ALL,29804,2013,Spring
134,Freshwater Drum,L,1,2013,Spring
134,Freshwater Drum,M,57,2013,Spring
134,Walleye,ALL,1,2013,Spring
134,Yellow Perch,L,5,2013,Spring
134,Yellow Perch,M,14,2013,Spring
134,Yellow Perch,S,11,2013,Spring
134,Yellow Perch,O/D,5,2013,Spring
134,White Perch,M,4,2013,Spring
134,White Perch,S,17,2013,Spring
134,White Perch,O/D,5,2013,Spring
134,White Bass,L,7,2013,Spring
134,White Bass,M,41,2013,Spring
134,Channel Catfish,ALL,3,2013,Spring
134,Trout Perch,ALL,7,2013,Spring
134,White Sucker,ALL,1,2013,Spring
134,Rainbow Smelt,ALL,15,2013,Spring
108,Shorthead Redhorse,ALL,1,2013,Spring
501,Quillback,ALL,1,2013,Autumn
501,White Sucker,ALL,1,2013,Autumn
501,Walleye,ALL,9,2013,Autumn
501,White Perch,XS,167.33,2013,Autumn
501,White Perch,S,44.89,2013,Autumn
501,White Perch,M,24.96,2013,Autumn
501,White Perch,L,14,2013,Autumn
501,White Perch,O/D,5,2013,Autumn
501,Yellow Perch,XS,4,2013,Autumn
501,Yellow Perch,M,5,2013,Autumn
501,Yellow Perch,O/D,5,2013,Autumn
501,White Bass,ALL,3,2013,Autumn
501,Emerald Shiner,S,9,2013,Autumn
501,Emerald Shiner,M,6,2013,Autumn
501,Gizzard Shad,S,5,2013,Autumn
501,Trout Perch,ALL,2,2013,Autumn
501,Freshwater Drum,XS,3,2013,Autumn
501,Freshwater Drum,M,29.79,2013,Autumn
501,Freshwater Drum,L,2,2013,Autumn
501,Channel Catfish,ALL,9,2013,Autumn
501,Round Goby,ALL,1,2013,Autumn
501,Spottail Shiner,S,9,2013,Autumn
501,Spottail Shiner,M,2,2013,Autumn
501,Shorthead Redhorse,ALL,1,2013,Autumn
502,Quillback,ALL,1,2013,Autumn
502,Walleye,ALL,6,2013,Autumn
502,White Perch,XS,224.49,2013,Autumn
502,White Perch,S,28.2,2013,Autumn
502,White Perch,M,8,2013,Autumn
502,White Perch,L,3,2013,Autumn
502,White Perch,O/D,5,2013,Autumn
