serial,day,month,year,season,species,size,count.final
123,18,6,2014,Spring,White Perch,O/D,1
123,18,6,2014,Spring,Yellow Perch,M,38
123,18,6,2014,Spring,Yellow Perch,O/D,5
123,18,6,2014,Spring,Yellow Perch,S,656
124,18,6,2014,Spring,Channel Catfish,ALL,12
124,18,6,2014,Spring,Emerald Shiner,ALL,2053.13
124,18,6,2014,Spring,Freshwater Drum,L,16.54
124,18,6,2014,Spring,Freshwater Drum,M,45.45
124,18,6,2014,Spring,Freshwater Drum,S,5
124,18,6,2014,Spring,Rainbow Smelt,ALL,35.95
124,18,6,2014,Spring,Trout Perch,ALL,3
124,18,6,2014,Spring,Walleye,ALL,1
124,18,6,2014,Spring,White Bass,ALL,11.97
124,18,6,2014,Spring,White Perch,L,5
124,18,6,2014,Spring,White Perch,M,50.82
124,18,6,2014,Spring,White Perch,O/D,5
124,18,6,2014,Spring,White Perch,S,37.01
124,18,6,2014,Spring,White Sucker,ALL,1
124,18,6,2014,Spring,Yellow Perch,L,55
124,18,6,2014,Spring,Yellow Perch,M,28
124,18,6,2014,Spring,Yellow Perch,O/D,5
124,18,6,2014,Spring,Yellow Perch,S,4
125,16,6,2014,Spring,Channel Catfish,ALL,4
125,16,6,2014,Spring,Common Carp,ALL,1
125,16,6,2014,Spring,Emerald Shiner,ALL,14842.22
125,16,6,2014,Spring,Freshwater Drum,L,7.76
125,16,6,2014,Spring,Freshwater Drum,M,18.42
125,16,6,2014,Spring,Freshwater Drum,S,2
125,16,6,2014,Spring,Trout Perch,ALL,1
125,16,6,2014,Spring,Walleye,ALL,5
125,16,6,2014,Spring,Walleye,S,25
125,16,6,2014,Spring,White Bass,ALL,69.61
125,16,6,2014,Spring,White Perch,L,143.7
125,16,6,2014,Spring,White Perch,O/D,5
125,16,6,2014,Spring,White Perch,S,341.09
125,16,6,2014,Spring,White Perch,XL,52.55
125,16,6,2014,Spring,Yellow Perch,L,7
125,16,6,2014,Spring,Yellow Perch,M,16
125,16,6,2014,Spring,Yellow Perch,O/D,1
126,19,6,2014,Spring,Channel Catfish,ALL,7
126,19,6,2014,Spring,Emerald Shiner,L,6
126,19,6,2014,Spring,Emerald Shiner,S,2
126,19,6,2014,Spring,Freshwater Drum,L,1
126,19,6,2014,Spring,Freshwater Drum,M,40.97
126,19,6,2014,Spring,Freshwater Drum,S,27.78
126,19,6,2014,Spring,Rainbow Smelt,ALL,1270
126,19,6,2014,Spring,Round Goby,ALL,5
126,19,6,2014,Spring,Trout Perch,ALL,22.97
126,19,6,2014,Spring,White Bass,ALL,2
126,19,6,2014,Spring,White Perch,L,7.68
126,19,6,2014,Spring,White Perch,M,14.39
126,19,6,2014,Spring,White Perch,O/D,5
126,19,6,2014,Spring,White Sucker,ALL,2
126,19,6,2014,Spring,Yellow Perch,L,11
126,19,6,2014,Spring,Yellow Perch,M,1
126,19,6,2014,Spring,Yellow Perch,O/D,4
126,19,6,2014,Spring,Yellow Perch,S,3
127,18,6,2014,Spring,Freshwater Drum,L,18.68
127,18,6,2014,Spring,Freshwater Drum,M,21.4
127,18,6,2014,Spring,Round Goby,ALL,2
127,18,6,2014,Spring,Walleye,ALL,2
127,18,6,2014,Spring,Yellow Perch,O/D,1
127,18,6,2014,Spring,Yellow Perch,S,1
128,18,6,2014,Spring,Emerald Shiner,ALL,1
128,18,6,2014,Spring,Freshwater Drum,L,17.56
128,18,6,2014,Spring,Freshwater Drum,M,10.73
128,18,6,2014,Spring,Rainbow Smelt,ALL,4
128,18,6,2014,Spring,Trout Perch,ALL,4
128,18,6,2014,Spring,Walleye,ALL,3
128,18,6,2014,Spring,White Bass,ALL,9.52
128,18,6,2014,Spring,White Perch,L,48.73
128,18,6,2014,Spring,White Perch,O/D,5
128,18,6,2014,Spring,White Sucker,ALL,11
128,18,6,2014,Spring,Yellow Perch,L,61
128,18,6,2014,Spring,Yellow Perch,M,81
128,18,6,2014,Spring,Yellow Perch,O/D,5
128,18,6,2014,Spring,Yellow Perch,S,52
129,16,6,2014,Spring,Channel Catfish,ALL,6
129,16,6,2014,Spring,Common Carp,ALL,1
129,16,6,2014,Spring,Emerald Shiner,ALL,312.94
129,16,6,2014,Spring,Freshwater Drum,M,46.41
129,16,6,2014,Spring,Freshwater Drum,S,61.49
129,16,6,2014,Spring,Trout Perch,ALL,2
129,16,6,2014,Spring,Walleye,ALL,1
129,16,6,2014,Spring,White Bass,ALL,33.14
129,16,6,2014,Spring,White Perch,L,18.93
129,16,6,2014,Spring,White Perch,O/D,5
129,16,6,2014,Spring,White Perch,S,20.11
129,16,6,2014,Spring,White Sucker,L,6
129,16,6,2014,Spring,White Sucker,M,5
129,16,6,2014,Spring,White Sucker,S,2
129,16,6,2014,Spring,Yellow Perch,L,6
129,16,6,2014,Spring,Yellow Perch,M,17
129,16,6,2014,Spring,Yellow Perch,O/D,5
129,16,6,2014,Spring,Yellow Perch,XS,12
130,16,6,2014,Spring,Emerald Shiner,ALL,32.86
130,16,6,2014,Spring,Freshwater Drum,L,2
130,16,6,2014,Spring,Freshwater Drum,M,21.66
130,16,6,2014,Spring,White Bass,ALL,3
130,16,6,2014,Spring,White Sucker,ALL,7.34
130,16,6,2014,Spring,Yellow Perch,L,7
130,16,6,2014,Spring,Yellow Perch,M,27
130,16,6,2014,Spring,Yellow Perch,O/D,5
130,16,6,2014,Spring,Yellow Perch,S,9
131,19,6,2014,Spring,Channel Catfish,ALL,1
131,19,6,2014,Spring,Emerald Shiner,ALL,74.55
131,19,6,2014,Spring,Freshwater Drum,M,6
131,19,6,2014,Spring,Rainbow Smelt,ALL,54.15
131,19,6,2014,Spring,White Sucker,ALL,2
131,19,6,2014,Spring,Yellow Perch,L,9
131,19,6,2014,Spring,Yellow Perch,M,2
131,19,6,2014,Spring,Yellow Perch,O/D,5
131,19,6,2014,Spring,Yellow Perch,S,4
132,18,6,2014,Spring,Emerald Shiner,ALL,1
132,18,6,2014,Spring,Freshwater Drum,L,36.17
132,18,6,2014,Spring,Freshwater Drum,M,14.7
132,18,6,2014,Spring,Round Goby,ALL,15
132,18,6,2014,Spring,Walleye,ALL,1
132,18,6,2014,Spring,White Bass,ALL,6
132,18,6,2014,Spring,White Sucker,ALL,6
132,18,6,2014,Spring,Yellow Perch,L,1
132,18,6,2014,Spring,Yellow Perch,M,1
132,18,6,2014,Spring,Yellow Perch,O/D,4
133,18,6,2014,Spring,Freshwater Drum,L,3
133,18,6,2014,Spring,Freshwater Drum,M,4
133,18,6,2014,Spring,Rainbow Smelt,ALL,4
133,18,6,2014,Spring,Walleye,ALL,1
133,18,6,2014,Spring,White Perch,O/D,5
133,18,6,2014,Spring,White Perch,ALL,4.51
133,18,6,2014,Spring,White Perch,XL,1
133,18,6,2014,Spring,White Sucker,ALL,2
133,18,6,2014,Spring,Yellow Perch,L,63
133,18,6,2014,Spring,Yellow Perch,M,87
133,18,6,2014,Spring,Yellow Perch,O/D,5
134,19,6,2014,Spring,Freshwater Drum,ALL,23.8
134,19,6,2014,Spring,White Perch,M,1
134,19,6,2014,Spring,White Perch,O/D,2
134,19,6,2014,Spring,White Sucker,ALL,4
134,19,6,2014,Spring,Yellow Perch,L,8
134,19,6,2014,Spring,Yellow Perch,M,31
134,19,6,2014,Spring,Yellow Perch,O/D,5
134,19,6,2014,Spring,Yellow Perch,S,12
135,19,6,2014,Spring,Channel Catfish,ALL,1
135,19,6,2014,Spring,Emerald Shiner,ALL,4
135,19,6,2014,Spring,Freshwater Drum,ALL,3
135,19,6,2014,Spring,Rainbow Smelt,L,4
135,19,6,2014,Spring,Rainbow Smelt,M,13.81
135,19,6,2014,Spring,White Perch,ALL,2
135,19,6,2014,Spring,White Perch,O/D,1
135,19,6,2014,Spring,White Sucker,ALL,1
135,19,6,2014,Spring,Yellow Perch,M,1
135,19,6,2014,Spring,Yellow Perch,O/D,3
135,19,6,2014,Spring,Yellow Perch,XS,1
136,19,6,2014,Spring,Emerald Shiner,ALL,21.21
136,19,6,2014,Spring,Rainbow Smelt,L,203.11
136,19,6,2014,Spring,Rainbow Smelt,S,5703.26
136,19,6,2014,Spring,White Perch,O/D,1
136,19,6,2014,Spring,White Sucker,ALL,2
136,19,6,2014,Spring,Yellow Perch,L,34
136,19,6,2014,Spring,Yellow Perch,M,13
136,19,6,2014,Spring,Yellow Perch,O/D,5
136,19,6,2014,Spring,Lake Trout,ALL,1
137,19,6,2014,Spring,Emerald Shiner,ALL,2
137,19,6,2014,Spring,Rainbow Smelt,ALL,2
137,19,6,2014,Spring,Trout Perch,ALL,1
137,19,6,2014,Spring,White Perch,L,1
137,19,6,2014,Spring,White Perch,O/D,5
137,19,6,2014,Spring,White Perch,S,1
137,19,6,2014,Spring,White Sucker,ALL,2
137,19,6,2014,Spring,Yellow Perch,L,1
137,19,6,2014,Spring,Yellow Perch,M,2
137,19,6,2014,Spring,Yellow Perch,O/D,5
138,19,6,2014,Spring,Channel Catfish,ALL,3
138,19,6,2014,Spring,Emerald Shiner,ALL,84.26
138,19,6,2014,Spring,Freshwater Drum,ALL,15.34
138,19,6,2014,Spring,Rainbow Smelt,ALL,1
138,19,6,2014,Spring,Trout Perch,ALL,4
138,19,6,2014,Spring,Walleye,ALL,2
138,19,6,2014,Spring,White Bass,ALL,14.26
138,19,6,2014,Spring,White Perch,L,60.68
138,19,6,2014,Spring,White Perch,M,33.11
138,19,6,2014,Spring,White Perch,O/D,5
138,19,6,2014,Spring,White Perch,S,3
138,19,6,2014,Spring,White Sucker,ALL,6
138,19,6,2014,Spring,Yellow Perch,L,2
138,19,6,2014,Spring,Yellow Perch,M,55
138,19,6,2014,Spring,Yellow Perch,O/D,5
138,19,6,2014,Spring,Yellow Perch,S,9
139,19,6,2014,Spring,Freshwater Drum,ALL,1
139,19,6,2014,Spring,Rainbow Smelt,ALL,1
139,19,6,2014,Spring,Walleye,ALL,2
139,19,6,2014,Spring,Yellow Perch,O/D,1
140,19,6,2014,Spring,Emerald Shiner,ALL,10.43
140,19,6,2014,Spring,Freshwater Drum,ALL,1
140,19,6,2014,Spring,Rainbow Smelt,ALL,249.02
140,19,6,2014,Spring,Trout Perch,ALL,1
140,19,6,2014,Spring,White Perch,ALL,1
140,19,6,2014,Spring,White Perch,O/D,1
140,19,6,2014,Spring,Yellow Perch,M,6
140,19,6,2014,Spring,Yellow Perch,O/D,1
140,19,6,2014,Spring,Yellow Perch,S,4
141,19,6,2014,Spring,Emerald Shiner,ALL,4944.85
141,19,6,2014,Spring,Freshwater Drum,L,2
141,19,6,2014,Spring,Freshwater Drum,S,9
141,19,6,2014,Spring,Walleye,L,3
141,19,6,2014,Spring,Walleye,S,11
141,19,6,2014,Spring,White Bass,ALL,23.44
141,19,6,2014,Spring,White Perch,L,22.84
141,19,6,2014,Spring,White Perch,M,229.71
141,19,6,2014,Spring,White Perch,O/D,5
141,19,6,2014,Spring,White Perch,S,7
141,19,6,2014,Spring,Yellow Perch,M,19
141,19,6,2014,Spring,Yellow Perch,O/D,4
129,17,6,2013,Spring,Yellow Perch,O/D,5
129,17,6,2013,Spring,Yellow Perch,M,24
129,17,6,2013,Spring,Yellow Perch,S,5
129,17,6,2013,Spring,Yellow Perch,XS,10
129,17,6,2013,Spring,White Bass,L,8
129,17,6,2013,Spring,White Bass,M,64
129,17,6,2013,Spring,Channel Catfish,ALL,2
129,17,6,2013,Spring,White Sucker,ALL,1
129,17,6,2013,Spring,Freshwater Drum,S,9
129,17,6,2013,Spring,Freshwater Drum,M,43
129,17,6,2013,Spring,Freshwater Drum,L,2
129,17,6,2013,Spring,Freshwater Drum,XS,4
129,17,6,2013,Spring,Trout Perch,ALL,7
129,17,6,2013,Spring,White Perch,M,8
129,17,6,2013,Spring,White Perch,S,16
129,17,6,2013,Spring,White Perch,O/D,5
129,17,6,2013,Spring,Round Goby,ALL,1
129,17,6,2013,Spring,Walleye,L,2
129,17,6,2013,Spring,Walleye,M,3
129,17,6,2013,Spring,Quillback,ALL,2
129,17,6,2013,Spring,Emerald Shiner,ALL,24488
130,17,6,2013,Spring,Freshwater Drum,L,7
130,17,6,2013,Spring,Freshwater Drum,S,16
130,17,6,2013,Spring,Freshwater Drum,M,42
130,17,6,2013,Spring,Walleye,ALL,3
130,17,6,2013,Spring,White Bass,M,103
130,17,6,2013,Spring,White Bass,L,2
130,17,6,2013,Spring,White Sucker,L,5
130,17,6,2013,Spring,White Sucker,M,1
130,17,6,2013,Spring,White Sucker,S,1
130,17,6,2013,Spring,Channel Catfish,ALL,4
130,17,6,2013,Spring,White Perch,L,16
130,17,6,2013,Spring,White Perch,M,60
130,17,6,2013,Spring,White Perch,O/D,5
130,17,6,2013,Spring,White Bass,L,20
130,17,6,2013,Spring,White Bass,M,10
130,17,6,2013,Spring,Yellow Perch,XS,4
130,17,6,2013,Spring,Yellow Perch,M,35
130,17,6,2013,Spring,Yellow Perch,L,20
130,17,6,2013,Spring,Yellow Perch,O/D,5
130,17,6,2013,Spring,Round Goby,ALL,1
125,17,6,2013,Spring,Freshwater Drum,M,75
125,17,6,2013,Spring,White Bass,L,4
125,17,6,2013,Spring,White Sucker,ALL,2
125,17,6,2013,Spring,Quillback,ALL,2
125,17,6,2013,Spring,Walleye,S,2
125,17,6,2013,Spring,Walleye,M,2
125,17,6,2013,Spring,Freshwater Drum,S,6
125,17,6,2013,Spring,Alewife,ALL,16
125,17,6,2013,Spring,Channel Catfish,ALL,2
125,17,6,2013,Spring,White Bass,S,131
125,17,6,2013,Spring,White Bass,M,143
125,17,6,2013,Spring,White Perch,M,69
125,17,6,2013,Spring,White Perch,L,43
125,17,6,2013,Spring,White Perch,S,48
125,17,6,2013,Spring,Freshwater Drum,S,9
125,17,6,2013,Spring,Freshwater Drum,M,2
125,17,6,2013,Spring,Yellow Perch,ALL,7
125,17,6,2013,Spring,Yellow Perch,S,2
125,17,6,2013,Spring,Trout Perch,ALL,41
125,17,6,2013,Spring,Rainbow Smelt,ALL,44
125,17,6,2013,Spring,Emerald Shiner,ALL,23928
125,17,6,2013,Spring,Yellow Perch,O/D,5
125,17,6,2013,Spring,White Perch,O/D,5
120,17,6,2013,Spring,Freshwater Drum,S,5
120,17,6,2013,Spring,Freshwater Drum,M,152
120,17,6,2013,Spring,Freshwater Drum,L,31
120,17,6,2013,Spring,White Perch,M,48
120,17,6,2013,Spring,White Perch,L,36
120,17,6,2013,Spring,White Bass,S,215
120,17,6,2013,Spring,White Bass,L,17
120,17,6,2013,Spring,Walleye,ALL,8
120,17,6,2013,Spring,Yellow Perch,ALL,2
120,17,6,2013,Spring,Gizzard Shad,ALL,5
120,17,6,2013,Spring,Quillback,L,7
120,17,6,2013,Spring,Quillback,ALL,2
120,17,6,2013,Spring,Trout Perch,ALL,2
120,17,6,2013,Spring,Round Goby,ALL,1
120,17,6,2013,Spring,Common Carp,ALL,3
120,17,6,2013,Spring,White Sucker,ALL,6
120,17,6,2013,Spring,Channel Catfish,ALL,1
120,17,6,2013,Spring,Yellow Perch,O/D,5
120,17,6,2013,Spring,White Perch,O/D,5
112,17,6,2013,Spring,Walleye,ALL,10
112,17,6,2013,Spring,White Sucker,ALL,1
112,17,6,2013,Spring,Quillback,ALL,2
112,17,6,2013,Spring,Freshwater Drum,S,29
112,17,6,2013,Spring,White Bass,S,10
112,17,6,2013,Spring,White Bass,L,45
112,17,6,2013,Spring,Yellow Perch,ALL,20
112,17,6,2013,Spring,Yellow Perch,O/D,5
112,17,6,2013,Spring,Channel Catfish,ALL,15
112,17,6,2013,Spring,Freshwater Drum,M,38
112,17,6,2013,Spring,Freshwater Drum,L,30
112,17,6,2013,Spring,White Perch,O/D,5
112,17,6,2013,Spring,White Perch,S,10
112,17,6,2013,Spring,White Perch,L,8
112,17,6,2013,Spring,Emerald Shiner,ALL,74
112,17,6,2013,Spring,Trout Perch,ALL,1
116,17,6,2013,Spring,Freshwater Drum,ALL,6
116,17,6,2013,Spring,Freshwater Drum,M,47
116,17,6,2013,Spring,Walleye,ALL,10
116,17,6,2013,Spring,White Sucker,ALL,1
116,17,6,2013,Spring,White Bass,ALL,14
116,17,6,2013,Spring,Yellow Perch,ALL,11
116,17,6,2013,Spring,Yellow Perch,O/D,5
116,17,6,2013,Spring,White Perch,O/D,5
116,17,6,2013,Spring,White Perch,ALL,4
116,17,6,2013,Spring,Trout Perch,ALL,3
116,17,6,2013,Spring,Emerald Shiner,ALL,40
113,17,6,2013,Spring,Walleye,M,18
113,17,6,2013,Spring,Walleye,S,13
113,17,6,2013,Spring,Yellow Perch,S,4
113,17,6,2013,Spring,Yellow Perch,M,20
113,17,6,2013,Spring,Yellow Perch,L,4
113,17,6,2013,Spring,Yellow Perch,O/D,5
113,17,6,2013,Spring,White Sucker,ALL,1
113,17,6,2013,Spring,Channel Catfish,ALL,2
113,17,6,2013,Spring,White Bass,S,42
113,17,6,2013,Spring,White Bass,L,9
113,17,6,2013,Spring,White Perch,L,46
113,17,6,2013,Spring,White Perch,M,74
113,17,6,2013,Spring,White Perch,O/D,5
113,17,6,2013,Spring,Freshwater Drum,M,45
113,17,6,2013,Spring,Freshwater Drum,S,11
113,17,6,2013,Spring,Freshwater Drum,L,16
113,17,6,2013,Spring,Emerald Shiner,ALL,10
113,17,6,2013,Spring,Trout Perch,ALL,6
108,17,6,2013,Spring,White Bass,M,76
108,17,6,2013,Spring,White Bass,L,10
108,17,6,2013,Spring,Walleye,L,6
108,17,6,2013,Spring,Walleye,S,15
108,17,6,2013,Spring,White Sucker,ALL,1
108,17,6,2013,Spring,Freshwater Drum,L,4
108,17,6,2013,Spring,Freshwater Drum,M,94
108,17,6,2013,Spring,Freshwater Drum,S,1
108,17,6,2013,Spring,White Perch,M,146
108,17,6,2013,Spring,White Perch,O/D,5
108,17,6,2013,Spring,White Perch,L,366
108,17,6,2013,Spring,Yellow Perch,ALL,8
108,17,6,2013,Spring,Yellow Perch,O/D,5
108,17,6,2013,Spring,Trout Perch,ALL,26
108,17,6,2013,Spring,Emerald Shiner,ALL,2669
108,17,6,2013,Spring,Channel Catfish,ALL,1
108,17,6,2013,Spring,Silver Chub,ALL,1
104,17,6,2013,Spring,White Bass,L,5
104,17,6,2013,Spring,White Bass,M,21
104,17,6,2013,Spring,White Bass,S,2
104,17,6,2013,Spring,Gizzard Shad,ALL,5
104,17,6,2013,Spring,Freshwater Drum,M,63
104,17,6,2013,Spring,Freshwater Drum,L,43
104,17,6,2013,Spring,Freshwater Drum,XL,1
104,17,6,2013,Spring,Walleye,L,7
104,17,6,2013,Spring,Walleye,S,23
104,17,6,2013,Spring,White Sucker,ALL,1
104,17,6,2013,Spring,Channel Catfish,ALL,15
104,17,6,2013,Spring,Trout Perch,ALL,25
104,17,6,2013,Spring,White Perch,S,8
104,17,6,2013,Spring,White Perch,M,10
104,17,6,2013,Spring,White Perch,O/D,5
104,17,6,2013,Spring,Emerald Shiner,ALL,570
104,17,6,2013,Spring,Yellow Perch,O/D,5
104,17,6,2013,Spring,White Perch,L,98
109,17,6,2013,Spring,Emerald Shiner,ALL,29843
109,17,6,2013,Spring,White Bass,M,22
109,17,6,2013,Spring,White Bass,L,7
109,17,6,2013,Spring,White Perch,L,4
109,17,6,2013,Spring,White Perch,M,13
109,17,6,2013,Spring,White Perch,O/D,5
109,17,6,2013,Spring,Yellow Perch,S,20
109,17,6,2013,Spring,Yellow Perch,M,22
109,17,6,2013,Spring,Yellow Perch,O/D,5
109,17,6,2013,Spring,White Sucker,ALL,2
109,17,6,2013,Spring,Walleye,ALL,14
109,17,6,2013,Spring,Freshwater Drum,S,3
109,17,6,2013,Spring,Freshwater Drum,M,16
109,17,6,2013,Spring,Freshwater Drum,L,8
109,17,6,2013,Spring,Channel Catfish,ALL,3
109,17,6,2013,Spring,Trout Perch,ALL,7
114,17,6,2013,Spring,White Perch,ALL,5
114,17,6,2013,Spring,White Bass,L,14
114,17,6,2013,Spring,White Bass,S,5
114,17,6,2013,Spring,Emerald Shiner,ALL,282
114,17,6,2013,Spring,White Sucker,ALL,7
114,17,6,2013,Spring,Golden Redhorse,ALL,1
114,17,6,2013,Spring,Walleye,ALL,15
114,17,6,2013,Spring,Freshwater Drum,L,6
114,17,6,2013,Spring,Freshwater Drum,M,19
114,17,6,2013,Spring,Yellow Perch,M,8
114,17,6,2013,Spring,Yellow Perch,S,12
114,17,6,2013,Spring,Yellow Perch,O/D,5
114,17,6,2013,Spring,Trout Perch,ALL,8
114,17,6,2013,Spring,White Perch,O/D,5
117,18,6,2013,Spring,White Bass,L,2
117,18,6,2013,Spring,White Bass,M,11
117,18,6,2013,Spring,White Perch,S,8
117,18,6,2013,Spring,White Perch,L,16
117,18,6,2013,Spring,White Perch,O/D,5
117,18,6,2013,Spring,Trout Perch,ALL,19
117,18,6,2013,Spring,Yellow Perch,O/D,5
117,18,6,2013,Spring,Yellow Perch,S,11
117,18,6,2013,Spring,Yellow Perch,M,20
117,18,6,2013,Spring,Yellow Perch,L,5
117,18,6,2013,Spring,Channel Catfish,ALL,3
117,18,6,2013,Spring,White Sucker,ALL,2
117,18,6,2013,Spring,Freshwater Drum,L,2
117,18,6,2013,Spring,Freshwater Drum,M,21
117,18,6,2013,Spring,Walleye,ALL,10
117,18,6,2013,Spring,Quillback,ALL,1
117,18,6,2013,Spring,Emerald Shiner,ALL,3161
117,18,6,2013,Spring,Freshwater Drum,S,1
118,18,6,2013,Spring,White Bass,S,38
118,18,6,2013,Spring,White Bass,M,1
118,18,6,2013,Spring,White Bass,L,7
118,18,6,2013,Spring,White Perch,M,17
118,18,6,2013,Spring,White Perch,L,13
118,18,6,2013,Spring,White Perch,O/D,5
118,18,6,2013,Spring,White Sucker,ALL,4
118,18,6,2013,Spring,Quillback,ALL,1
118,18,6,2013,Spring,Walleye,ALL,6
118,18,6,2013,Spring,Freshwater Drum,S,1
118,18,6,2013,Spring,Freshwater Drum,L,8
118,18,6,2013,Spring,Freshwater Drum,M,19
118,18,6,2013,Spring,Yellow Perch,O/D,5
118,18,6,2013,Spring,Yellow Perch,S,2
118,18,6,2013,Spring,Yellow Perch,M,15
118,18,6,2013,Spring,Yellow Perch,L,3
118,18,6,2013,Spring,Emerald Shiner,S,60
118,18,6,2013,Spring,Emerald Shiner,L,5
115,18,6,2013,Spring,Freshwater Drum,ALL,3
115,18,6,2013,Spring,Walleye,ALL,1
115,18,6,2013,Spring,Trout Perch,ALL,2
115,18,6,2013,Spring,Silver Chub,ALL,1
115,18,6,2013,Spring,Yellow Perch,O/D,5
115,18,6,2013,Spring,Yellow Perch,ALL,2
115,18,6,2013,Spring,Round Goby,ALL,2
110,18,6,2013,Spring,Yellow Perch,S,7
110,18,6,2013,Spring,Yellow Perch,M,30
110,18,6,2013,Spring,Yellow Perch,L,8
110,18,6,2013,Spring,Yellow Perch,O/D,5
110,18,6,2013,Spring,Walleye,ALL,6
110,18,6,2013,Spring,Quillback,ALL,3
110,18,6,2013,Spring,White Sucker,ALL,6
110,18,6,2013,Spring,Freshwater Drum,ALL,6
110,18,6,2013,Spring,White Bass,M,38
110,18,6,2013,Spring,White Bass,L,8
110,18,6,2013,Spring,White Perch,S,24
110,18,6,2013,Spring,White Perch,M,12
110,18,6,2013,Spring,White Perch,L,6
110,18,6,2013,Spring,Emerald Shiner,ALL,1078
110,18,6,2013,Spring,White Perch,O/D,5
111,18,6,2013,Spring,Freshwater Drum,L,1
111,18,6,2013,Spring,Freshwater Drum,S,10
111,18,6,2013,Spring,Freshwater Drum,M,11
111,18,6,2013,Spring,Rock Bass,ALL,1
111,18,6,2013,Spring,Gizzard Shad,ALL,1
111,18,6,2013,Spring,Alewife,ALL,2
111,18,6,2013,Spring,Spottail Shiner,ALL,3
111,18,6,2013,Spring,Walleye,L,8
111,18,6,2013,Spring,Walleye,S,22
111,18,6,2013,Spring,Channel Catfish,ALL,2
111,18,6,2013,Spring,Trout Perch,ALL,72
111,18,6,2013,Spring,Yellow Perch,ALL,5
111,18,6,2013,Spring,Yellow Perch,O/D,2
111,18,6,2013,Spring,White Bass,L,35
111,18,6,2013,Spring,White Bass,M,2
111,18,6,2013,Spring,White Bass,S,29
111,18,6,2013,Spring,Emerald Shiner,ALL,459
111,18,6,2013,Spring,White Perch,O/D,5
111,18,6,2013,Spring,White Perch,S,44
111,18,6,2013,Spring,White Perch,L,35
111,18,6,2013,Spring,White Perch,M,183
111,18,6,2013,Spring,Silver Chub,ALL,19
107,18,6,2013,Spring,White Perch,M,63
107,18,6,2013,Spring,White Perch,S,12
107,18,6,2013,Spring,White Perch,L,19
107,18,6,2013,Spring,White Perch,O/D,5
107,18,6,2013,Spring,Walleye,ALL,5
107,18,6,2013,Spring,Channel Catfish,ALL,1
107,18,6,2013,Spring,Gizzard Shad,ALL,1
107,18,6,2013,Spring,Smallmouth Bass,ALL,1
107,18,6,2013,Spring,Rock Bass,ALL,1
107,18,6,2013,Spring,Freshwater Drum,M,19
107,18,6,2013,Spring,Freshwater Drum,L,1
107,18,6,2013,Spring,Emerald Shiner,ALL,79
107,18,6,2013,Spring,Round Goby,ALL,2
107,18,6,2013,Spring,Trout Perch,ALL,1
107,18,6,2013,Spring,Yellow Perch,ALL,14
107,18,6,2013,Spring,Yellow Perch,O/D,5
107,18,6,2013,Spring,White Bass,M,1
107,18,6,2013,Spring,White Bass,L,13
106,18,6,2013,Spring,Walleye,ALL,12
106,18,6,2013,Spring,White Sucker,ALL,8
106,18,6,2013,Spring,White Bass,ALL,7
106,18,6,2013,Spring,Yellow Perch,S,6
106,18,6,2013,Spring,Yellow Perch,M,14
106,18,6,2013,Spring,Yellow Perch,L,2
106,18,6,2013,Spring,Yellow Perch,O/D,5
106,18,6,2013,Spring,White Perch,ALL,13
106,18,6,2013,Spring,White Perch,O/D,5
106,18,6,2013,Spring,Freshwater Drum,M,20
106,18,6,2013,Spring,Alewife,ALL,1
106,18,6,2013,Spring,Rainbow Smelt,ALL,1
106,18,6,2013,Spring,Round Goby,ALL,2
106,18,6,2013,Spring,Trout Perch,ALL,25
106,18,6,2013,Spring,Emerald Shiner,ALL,26
106,18,6,2013,Spring,Freshwater Drum,L,5
103,18,6,2013,Spring,White Bass,ALL,6
103,18,6,2013,Spring,Yellow Perch,M,15
103,18,6,2013,Spring,Yellow Perch,L,4
103,18,6,2013,Spring,Yellow Perch,O/D,5
103,18,6,2013,Spring,White Perch,L,6
103,18,6,2013,Spring,White Perch,M,16
103,18,6,2013,Spring,Trout Perch,ALL,1
103,18,6,2013,Spring,Round Goby,ALL,1
103,18,6,2013,Spring,Walleye,ALL,2
103,18,6,2013,Spring,White Sucker,ALL,3
103,18,6,2013,Spring,Freshwater Drum,M,60
103,18,6,2013,Spring,Freshwater Drum,L,5
103,18,6,2013,Spring,Freshwater Drum,S,10
103,18,6,2013,Spring,White Perch,O/D,5
101,18,6,2013,Spring,White Bass,L,1
101,18,6,2013,Spring,White Bass,S,33
101,18,6,2013,Spring,Walleye,ALL,1
101,18,6,2013,Spring,Yellow Perch,ALL,1
101,18,6,2013,Spring,Yellow Perch,O/D,2
101,18,6,2013,Spring,Round Goby,ALL,2
101,18,6,2013,Spring,Brown Bullhead,ALL,3
101,18,6,2013,Spring,Quillback,ALL,1
101,18,6,2013,Spring,Freshwater Drum,L,5
101,18,6,2013,Spring,Freshwater Drum,S,5
101,18,6,2013,Spring,Freshwater Drum,M,15
101,18,6,2013,Spring,Emerald Shiner,ALL,22
101,18,6,2013,Spring,White Perch,O/D,5
101,18,6,2013,Spring,White Perch,L,34
101,18,6,2013,Spring,White Perch,M,345
102,18,6,2013,Spring,Channel Catfish,ALL,1
102,18,6,2013,Spring,White Bass,ALL,4
102,18,6,2013,Spring,White Perch,ALL,3
102,18,6,2013,Spring,White Perch,O/D,3
102,18,6,2013,Spring,White Sucker,ALL,4
